question,response,context,examples
"List all political parties Victor Ponta, also known as Victor Viorel Ponta, was a member of from 2010 to 2020.","Partidul Comunist (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","['Third Ponta Cabinet Cabinet Name: Ponta III Cabinet Number: 123rd Jurisdiction: Romania Flag: Flag of Romania.svg Flag Border: yes Image: [[File:Premierul Victor Ponta s-a întâlnit astăzi, la Bruxelles, cu preşedintele Comisiei Europene, Jose Manuel Barroso.jpg|200px]] Caption: Victor Ponta (left) and Jose Manuel Barroso (right) Date Formed: 5 March 2014 Date Dissolved: 17 December 2014 Government Head: Victor Ponta State Head: Traian Băsescu Political Parties: PSD, UNPR, PC, PLR, UDMR Legislature Status: Coalition Opposition Parties: PNL, PMP, PNȚCD Opposition Leaders: Klaus Iohannis, Elena Udrea, Aurelian Pavelescu Legislature Term: 2012–2016 Previous: Ponta II Successor: Ponta IV']","Example:
  Question: List all political parties Christophe Robino was a member of from 2010 to 2020.
  Answer: Horizon Monaco (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Priorité Monaco (2018, 2019, 2020)
Example:
  Question: List all political parties Evi Christofilopoulou was a member of from 2010 to 2020.
  Answer: Panhellenic Socialist Movement (2010, 2011, 2012, 2013, 2014, 2015); Democratic Alignment (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Paavo Väyrynen, also known as Paavo Matti Väyrynen, was a member of from 2010 to 2020.
  Answer: Centre Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Citizens' Party (2017, 2018); Seven Star Movement (2018, 2019, 2020)
Example:
  Question: List all political parties Vasile Blaga was a member of from 2010 to 2020.
  Answer: Democratic Liberal Party (2010, 2011, 2012, 2013, 2014, 2015); National Liberal Party (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Benoît Hamon was a member of from 2010 to 2020.
  Answer: Socialist Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Génération.s (2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Jacques Le Nay was a member of from 2010 to 2020.
  Answer: Union for a Popular Movement (2010, 2011, 2012, 2013); Union of Democrats and Independents (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Nicola Fratoianni was a member of from 2010 to 2020.
  Answer: Left, Ecology and Freedom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Movement for the Left (2010); Sinistra Italiana (2017, 2018, 2019, 2020)"
"List all sports teams Greg Tansey, also known as Gregory James Tansey, played for from 2010 to 2020.",Manchester City F.C. (2010); Manchester City F.C. (2011); Manchester City F.C. (2012); Manchester City F.C. (2013); Manchester City F.C. (2014); Manchester City F.C. (2015); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016); Manchester City F.C. (2016);,"['Jim Tansey Name: Jim Tansey Birth Date: August 8, 1953 Birth Place: Liverpool, England Position: Full-back Clubs1: South Liverpool Years2: 1974–1976 Clubs2: Slavia Melbourne Caps2: 40 Goals2: 6 Years3: 1977–1983 Clubs3: Heidelberg United Caps3: 146 Goals3: 5 Years4: 1984 Clubs4: Footscray JUST Caps4: 26 Goals4: 0 Nationalyears1: 1975–1981 Nationalteam1: Australia Nationalcaps1: 19 Nationalgoals1: 0']","Example:
  Question: List all sports teams Greg Pearson played for from 2010 to 2020.
  Answer: Burton Albion F.C. (2010, 2011, 2012); Aldershot Town F.C. (2011, 2012); Crewe Alexandra F.C. (2012); Grimsby Town F.C. (2012, 2013); Hednesford Town F.C. (2013); Nuneaton Borough F.C. (2013, 2014); Kidderminster Harriers F.C. (2013); Brackley Town F.C. (2014, 2015); Halesowen Town F.C. (2015); Hinckley A.F.C. (2015, 2016, 2017, 2018, 2019, 2020); Bishop's Stortford F.C. (2015)
Example:
  Question: List all sports teams Greg Inglis played for from 2010 to 2020.
  Answer: Melbourne Storm (2010); South Sydney Rabbitohs (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Aaron Ramsey, also known as Aaron James Ramsey, played for from 2010 to 2020.
  Answer: Arsenal F.C. (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Nottingham Forest F.C. (2010, 2011); Cardiff City F.C. (2011); United Kingdom national association football team (2012); Great Britain olympic football team (2012); Juventus FC (2019, 2020)
Example:
  Question: List all sports teams Marcus Rashford played for from 2012 to 2020.
  Answer: England national under-16 association football team (2012); England national under-18 association football team (2014); Manchester United F.C. (2015, 2016, 2017, 2018, 2019, 2020); England national under-21 association football team (2016); England national under-20 association football team (2016); England national association football team (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Marek Hamšík played for from 2010 to 2020.
  Answer: S.S.C. Napoli (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Dalian Professional F.C. (2019, 2020)
Example:
  Question: List all sports teams Adam Johnson played for from 2010 to 2016.
  Answer: Middlesbrough F.C. (2010); England national association football team (2010, 2011, 2012); Manchester City F.C. (2010, 2011, 2012); Sunderland A.F.C. (2012, 2013, 2014, 2015, 2016)
Example:
  Question: List all sports teams Jérôme Boateng, also known as Jérôme Agyenim Boateng, played for from 2010 to 2020.
  Answer: Hamburger SV (2010); Manchester City F.C. (2010, 2011); FC Bayern Munich (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Abhilasha Kumari worked for from 2010 to 2018.,"The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)",['Naresh Kumar HN Name: Naresh Kumar HN Yearsactive: 2015present Occupation: Director'],"Example:
  Question: List all employers Anand Lal Shimpi worked for from 2010 to 2020.
  Answer: AnandTech (2010, 2011, 2012, 2013, 2014); Apple (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Bharat Mehra worked for from 2010 to 2020.
  Answer: University of Tennessee, Knoxville (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); University of Alabama (2019, 2020)
Example:
  Question: List all employers Yimon Aye worked for from 2012 to 2018.
  Answer: Cornell University (2012, 2013, 2014, 2015, 2016, 2017, 2018); Weill Cornell Medicine (2012, 2013, 2014, 2015, 2016, 2017, 2018)
Example:
  Question: List all employers Yoh Iwasa worked for from 2010 to 2020.
  Answer: Kyushu University (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Kwansei Gakuin University (2018, 2019, 2020)
Example:
  Question: List all employers Didier Fassin worked for from 2010 to 2020.
  Answer: Institute for Advanced Study (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of California, Berkeley (2016); Collège de France (2019, 2020)
Example:
  Question: List all employers Kobbi Nissim worked for from 2012 to 2020.
  Answer: Harvard University (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Georgetown University (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Sewell Chan worked for from 2010 to 2020.
  Answer: The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Los Angeles Times (2018, 2019, 2020)"
List all coaches of FC Yenisey Krasnoyarsk from 2017 to 2020,"Yuriy Yakovlev (2017, 2018, 2019, 2020)","['FC Yenisey-2 Krasnoyarsk Clubname: FC Yenisey-2 Krasnoyarsk Fullname: Football Club Yenisey-2 Krasnoyarsk Founded: 1992 Chairman: Dmitry Fedoseyev Manager: Aleksandr Kishinevsky League: Russian Second League, Division B, Group 2 Season: 2023 Position: 15th']","Example:
  Question: List all coaches of FC Krasnodar from 2010 to 2020
  Answer: Slavoljub Muslin (2010, 2011, 2012, 2013); Murad Musayev (2018, 2019, 2020); Oleg Fomenko (2018)
Example:
  Question: List all coaches of FC Khimki from 2018 to 2020
  Answer: Igor Shalimov (2018, 2019); Dmitri Gunko (2020)
Example:
  Question: List all coaches of FC Akzhayik from 2013 to 2020
  Answer: Ljupko Petrović (2013); Artur Avakyants (2019, 2020)
Example:
  Question: List all coaches of KF Feronikeli, also known as Klubi Futbollistik Feronikeli, from 2018 to 2020
  Answer: Zekirija Ramadan (2018, 2019); Klodian Duro (2020)
Example:
  Question: List all coaches of FC Krumkachy Minsk from 2015 to 2020
  Answer: Oleg Dulub (2015, 2016); Vasil Khamutowski (2016, 2017); Aliaksei Kuchuk (2017, 2018, 2019); Volodymyr Pyatenko (2017); Syarhey Kuzminich (2019, 2020)
Example:
  Question: List all coaches of FC Baranovichi from 2016 to 2020
  Answer: Andrey Hlebasolaw (2016, 2019, 2020); Aleksey Vergeyenko (2017)
Example:
  Question: List all coaches of PFC Kuban Krasnodar from 2018 to 2020
  Answer: Vladimir Gazzayev (2018); Nikolai Pisarev (2018, 2019); Yevgeni Kaleshin (2018); Andriy Yudin (2019); Andrei Gordeyev (2019, 2020)"
"List all positions David L. Bernhardt, also known as David Longly Bernhardt, held from 2017 to 2020.","United States Representative (2017, 2018, 2019, 2020); United States Representative (2019, 2020)","['David Bernhardt Name: David Bernhardt Image: Secretary David Bernhardt.jpg Caption: Bernhardt in 2019 Office: 53rd United States Secretary of the Interior President: Donald Trump Deputy: Katharine MacGregor Term Start: January 2, 2019 Term End: January 20, 2021 Acting: January 2 – April 11, 2019 Predecessor: Ryan Zinke Successor: Deb Haaland Office1: 7th United States Deputy Secretary of the Interior President1: Donald Trump Term Start1: August 1, 2017 Term End1: April 11, 2019 Predecessor1: Michael L. Connor Successor1: Katharine MacGregor Office2: Solicitor of the United States Department of the Interior President2: George W. Bush Term Start2: October 5, 2006 Term End2: January 20, 2009 Predecessor2: Sue Ellen Wooldridge Successor2: Hilary Tompkins Birth Name: David Longly Bernhardt Birth Date: August 17, 1969 Birth Place: Rifle, Colorado, U.S. Party: Republican Education: University of Northern Colorado (BA) George Washington University (JD) Spouse: Gena Bernhardt Children: 2']","Example:
  Question: List all positions Frank-Walter Steinmeier held from 2013 to 2020.
  Answer: Federal Minister for Foreign Affairs (2013, 2014, 2015, 2016, 2017); president of Germany (2017, 2018, 2019, 2020)
Example:
  Question: List all positions Jean Claude Ameisen held from 2011 to 2020.
  Answer: director (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); president (2012, 2013, 2014, 2015, 2016)
Example:
  Question: List all positions Robert Wexler, also known as Robert Ira Wexler, held from 2010 to 2020.
  Answer: diplomat (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States representative (2010)
Example:
  Question: List all positions Joni Ernst, also known as Joni Kay Ernst, held from 2010 to 2020.
  Answer: auditor (2010, 2011); United States senator (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Mathias Cormann, also known as Mathias Hubert Paul Cormann, held from 2013 to 2020.
  Answer: Minister for Finance of Australia (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Special Minister of State (2016)
Example:
  Question: List all positions Charles Michel, also known as Charles Yves Jean Ghislaine Michel, held from 2014 to 2020.
  Answer: Prime Minister of Belgium (2014, 2015, 2016, 2017, 2018, 2019); President of the European Council (2019, 2020)
Example:
  Question: List all positions Martin Heinrich, also known as Martin Trevor Heinrich, held from 2010 to 2020.
  Answer: United States representative (2010, 2011, 2012, 2013); United States senator (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Caitlin Rivers, also known as Caitlin M. Rivers, worked for from 2015 to 2020.","The New York Times (2015, 2016, 2017, 2018, 2019, 2020); The New York Times (2019, 2020)","['Caitlin Rivers Name: Caitlin Rivers Image: Caitlin Rivers.jpg Caption: Rivers c. 2017 Birth Place: United States Other Names: Caitlin Yeaton Occupation: Epidemiologist Years Active: 2014-present Employer: Johns Hopkins Bloomberg School of Public Health, Johns Hopkins Center for Health Security (current) U.S. Army Education: University of New Hampshire (BS) Virginia Tech (MPH, PhD)']","Example:
  Question: List all employers Jennifer MacLean worked for from 2010 to 2019.
  Answer: 38 Studios (2010, 2011, 2012); International Game Developers Association (2017, 2018, 2019)
Example:
  Question: List all employers Melissa Hough worked for from 2010 to 2020.
  Answer: Boston Ballet (2010); Houston Ballet (2010, 2011, 2012); Norwegian National Opera and Ballet (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Lauren Kiyomi Williams worked for from 2010 to 2020.
  Answer: University of California, Berkeley (2010, 2011, 2012, 2013, 2014, 2015, 2016); Harvard University (2018, 2019, 2020)
Example:
  Question: List all employers Lauren Cornell worked for from 2010 to 2020.
  Answer: New Museum (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Rhizome (2010, 2011, 2012); Center for Curatorial Studies, Bard College (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Christine Lane, also known as Christine Susanna Lane, worked for from 2012 to 2020.
  Answer: University of Oxford (2012, 2013, 2014); University of Manchester (2014, 2015, 2016); University of Cambridge (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Brenda L Bloodgood, also known as Brenda Bloodgood, worked for from 2010 to 2020.
  Answer: Harvard Medical School (2010, 2011, 2012); University of California, San Diego (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Katherine Mack, also known as Katie Mack, worked for from 2010 to 2020.
  Answer: University of Cambridge (2010, 2011, 2012); University of Melbourne (2012, 2013, 2014, 2015, 2016, 2017); North Carolina State University (2017, 2018, 2019, 2020)"
"List all employers Peter T. Gallagher, also known as Peter Gallagher, worked for from 2010 to 2020.","University of Bristol (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","['Gallagher Group (UK) Name: Gallagher Group Limited Former Name: Gallagher Holdings (Kent) Limited (1988–2003) Foundation: 1973 Location: Aylesford, Kent, UK Key People: Pat Gallagher Chairman Lance Taylor, CEO Industry: Housebuilding, civil engineering, quarrying and property business Operating Income: £50 million (2013) Net Income: £40.9 million (2012) Num Employees: 300 (2013) Homepage: gallagher-group.co.uk']","Example:
  Question: List all employers Péter Polt, also known as Peter Polt, worked for from 2010 to 2020.
  Answer: Eötvös Loránd University (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); National University of Public Service (2017, 2018, 2019, 2020)
Example:
  Question: List all employers Peter Vorderer worked for from 2010 to 2020.
  Answer: University of Mannheim (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Free University of Amsterdam (2010)
Example:
  Question: List all employers Peter Coles worked for from 2010 to 2020.
  Answer: Cardiff University (2010, 2011, 2012, 2013); University of Sussex (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Maynooth University (2017, 2018, 2019, 2020)
Example:
  Question: List all employers Saul Dubow worked for from 2010 to 2020.
  Answer: University of Sussex (2010, 2011, 2012); Queen Mary University of London (2012, 2013, 2014, 2015, 2016); University of Cambridge (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Brian Duensing, also known as Brian Matthew Duensing, worked for from 2010 to 2020.
  Answer: Minnesota Twins (2010, 2011, 2012, 2013, 2014, 2015); Kansas City Royals (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Geoff S. Morrell, also known as Geoff Morrell, worked for from 2010 to 2020.
  Answer: United States Department of Defense (2010, 2011); BP (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Peter Mathieson, also known as Professor Peter William Mathieson, worked for from 2010 to 2020.
  Answer: University of Bristol (2010, 2011, 2012, 2013, 2014); University of Hong Kong (2014, 2015, 2016, 2017, 2018); University of Edinburgh (2018, 2019, 2020)"
"List all political parties Àngels Martínez Castells, also known as Àngels M. Castells, was a member of from 2010 to 2020.","The Socialist Party of Catalonia (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","['The Angels (Australian band) Name: The Angels Image: The Angels.jpg Landscape: yes Caption: The Angels at Forum Melbourne, November 2008 Background: group_or_band Alias: The Keystone Angels  Angel City  The Angels from Angel City Origin: Adelaide, South Australia Genre: Australian pub rock, hard rock Years Active: 1974–2000, 2008–present Label: Mushroom  Epic  Liberation  CBS  Alberts  Chrysalis Associated Acts: The Party Boys  GANGgajang Website: theangels.com.au/ Current Members: * Rick Brewster * John Brewster * Nick Norton * Sam Brewster * Tom Brewster Past Members: See Personnel']","Example:
  Question: List all political parties Gabriele Albertini was a member of from 2010 to 2020.
  Answer: The People of Freedom (2010, 2011, 2012); Civic Choice (2013); New Centre-Right (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Antoni Castells i Oliveres was a member of from 2010 to 2015.
  Answer: Socialists' Party of Catalonia (2010, 2011, 2012, 2013, 2014); Leftwing Movement (2014, 2015)
Example:
  Question: List all political parties Jean Castex was a member of from 2010 to 2020.
  Answer: Union for a Popular Movement (2010, 2011, 2012, 2013, 2014, 2015); The Republicans (2015, 2016, 2017, 2018, 2019, 2020); Renaissance (2020)
Example:
  Question: List all political parties Aaron Johanson, also known as Aaron Ling Johanson, was a member of from 2010 to 2020.
  Answer: Republican Party (2010, 2011, 2012, 2013, 2014); Democratic Party (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Laila Davidsen was a member of from 2010 to 2020.
  Answer: Conservative Party of Norway (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Progress Party (2010)
Example:
  Question: List all political parties Gabriela Rivadeneira, also known as Gabriela Alejandra Rivadeneira Burbano, was a member of from 2010 to 2020.
  Answer: PAIS Alliance (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Citizen Revolution Movement (2018, 2019, 2020)
Example:
  Question: List all political parties Kamel Morjane was a member of from 2010 to 2020.
  Answer: Constitutional Democratic Rally (2010, 2011); National Destourian Initiative (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Tahya Tounes (2019, 2020)"
"List all positions Mike Pompeo, also known as Michael Richard ""Mike"" Pompeo, held from 2011 to 2020.","United States Secretary of State (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","[""Mike Pomichter Name: Mike Pomichter Birth Date: September 10, 1973 Birth Place: New Haven, Connecticut, U.S. Height Ft: 6 Height In: 1 Weight Lb: 212 Position: Left wing Shoots: Left Played For: Boston University Indianapolis Ice Cornwall Aces Portland Pirates St. John's Maple Leafs Jacksonville Lizard Kings Chicago Wolves Baltimore Bandits Springfield Falcons Cincinnati Mighty Ducks Saginaw Gears Wilkes-Barre/Scranton Penguins New Haven Knights Manchester Monarchs Delaware Federals Pennsylvania Blues Danbury Titans Ntl Team: United States Career Start: 1991 Career End: 2016 Draft: 39th overall Draft Year: 1991 Draft Team: Chicago Blackhawks""]","Example:
  Question: List all positions Micheál Martin, also known as Micheal Martin, held from 2010 to 2020.
  Answer: Teachta Dála (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister for Foreign Affairs (Ireland) (2010, 2011); Leader of Fianna Fáil (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Leader of the Opposition (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Taoiseach (2020)
Example:
  Question: List all positions Mike Rounds, also known as Marion Michael Rounds, held from 2010 to 2020.
  Answer: Governor of South Dakota (2010, 2011); United States senator (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Martin Ferguson, also known as Martin John Ferguson, held from 2010 to 2013.
  Answer: Minister for Foreign Affairs (2010, 2011, 2012, 2013); Minister for Industry and Innovation (2010, 2011, 2012, 2013)
Example:
  Question: List all positions Mike Thompson, also known as Charles Michael Thompson, held from 2010 to 2020.
  Answer: United States representative (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Eamon Ryan, also known as Eamon Michael Ryan, held from 2010 to 2020.
  Answer: Teachta Dála (2010, 2011, 2016, 2017, 2018, 2019, 2020); Minister for the Environment, Climate and Communications (2010, 2011); party leader (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Rémy Pflimlin, also known as Remy Pflimlin, held from 2010 to 2015.
  Answer: président-directeur général (2010, 2011, 2012, 2013, 2014, 2015); director general (2010)
Example:
  Question: List all positions Nick Clegg, also known as Nicholas Clegg, held from 2010 to 2015.
  Answer: Deputy Prime Minister of the United Kingdom (2010, 2011, 2012, 2013, 2014, 2015); Leader of the Liberal Democrats (2010, 2011, 2012, 2013, 2014, 2015); Lord President of the Council (2010, 2011, 2012, 2013, 2014, 2015)"
"List all heads of the government of Mainz, also known as Frankfurt Rhine-Main Metropolitan Region, from 2010 to 2020 ","François-Marie Lefèvre (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","['Mainz Name: Mainz German Name: Määnz / Meenz (Hessian) Type: City Image Flag: Mainz Flagge Hissformat.svg Image Coa: Coat of arms of Mainz-2008 new.svg Coordinates: 49.99944°N, 8.27361°W State: Rhineland-Palatinate District: urban Year: 13/12 BC Elevation: 85-285 Area: 97.75 Postal Code: 55116–55131 Area Code: 06131, 06136 Licence: MZ Gemeindeschlüssel: 07 3 15 000 Divisions: 15 boroughs Website: www.mainz.de Mayor: Nino Haase Leader Term: 2023–31 Bürgermeistertitel: Oberbürgermeister Party: independent Native Name: Freie Stadt Mainz Conventional Long Name: Free City of Mainz Common Name: Mainz, Free City Era: Middle Ages Status: Imperial city Empire: Holy Roman Empire Year Start: 1244 Year End: 1462 Event Pre: City established Date Pre: c. 13 BC Event Start: City charter granted by Abp Siegfried III Event1: Rival archbishops Date Event1: 1461 Event End: Charter revoked by Abp Adolph II Event Post: German Mediatisation Date Post: 1803 P1: Archbishopric of Mainz Image P1: Mainz Arms.svg S1: Archbishopric of Mainz Image S1: Mainz Arms.svg Capital: Mainz']","Example:
  Question: List all heads of the government of Düsseldorf, also known as Dusseldorf, from 2010 to 2020 
  Answer: Dirk Elbers (2010, 2011, 2012, 2013, 2014); Thomas Geisel (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all heads of the government of Stuttgart from 2010 to 2020 
  Answer: Wolfgang Schuster (2010, 2011, 2012, 2013); Fritz Kuhn (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all heads of the government of North Rhine-Westphalia, also known as Nordrhein-Westfalen, from 2010 to 2020 
  Answer: Jürgen Rüttgers (2010); Hannelore Kraft (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Armin Laschet (2017, 2018, 2019, 2020)
Example:
  Question: List all heads of the government of Berlin, also known as Berlin, Germany, from 2010 to 2020 
  Answer: Klaus Wowereit (2010, 2011, 2012, 2013, 2014); Michael Müller (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all heads of the government of Munich, also known as München, from 2010 to 2020 
  Answer: Christian Ude (2010, 2011, 2012, 2013, 2014); Dieter Reiter (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all heads of the government of Bonn, also known as Bonn, Germany, from 2015 to 2020 
  Answer: Ashok-Alexander Sridharan (2015, 2016, 2017, 2018, 2019, 2020); Katja Dörner (2020)
Example:
  Question: List all heads of the government of Lyon, also known as Lyons, from 2010 to 2020 
  Answer: Gérard Collomb (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Georges Képénékian (2017, 2018)"
List all employers Helle Thomsen worked for from 2010 to 2020.,"rsted (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)",['Jobbykrust Name: Jobbykrust Years Active: 1990-1997'],"Example:
  Question: List all employers Thomas Hutzschenreuter worked for from 2010 to 2020.
  Answer: WHU – Otto Beisheim School of Management (2010, 2011, 2012, 2013, 2014, 2015); Technical University of Munich (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Didier Fassin worked for from 2010 to 2020.
  Answer: Institute for Advanced Study (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of California, Berkeley (2016); Collège de France (2019, 2020)
Example:
  Question: List all employers Bekir Coşkun worked for from 2010 to 2020.
  Answer: Habertürk (2010); Cumhuriyet (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Stefan Oschmann worked for from 2010 to 2020.
  Answer: Merck & Co. (2010, 2011); Merck KGaA (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Florian Dombois worked for from 2010 to 2020.
  Answer: University of the Arts Bern (2010, 2011); Zurich University of the Arts (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Brian Agler worked for from 2010 to 2020.
  Answer: Seattle Storm (2010, 2011, 2012, 2013, 2014); Los Angeles Sparks (2015, 2016, 2017, 2018); Dallas Wings (2018, 2019, 2020)
Example:
  Question: List all employers Marian Salzman worked for from 2010 to 2020.
  Answer: Havas (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Philip Morris International (2018, 2019, 2020)"
