question,response
"List all educational institutions Alexandra Mitroshina, also known as Alexandra Alexandrovna Mitroshina, attended from 2011 to 2017.","University of Moscow (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Alexandru Darie worked for from 2010 to 2019.,"Alexandru Darie (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Marc Bernhard was a member of from 2010 to 2020.,"Liberal Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2020)"
List all entities that owned Turner Field from 2010 to 2020.,"Turner Field (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Turner Field (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Kristiansund BK, also known as Kristiansund Ballklubb, from 2012 to 2020","stnsund (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Giuseppe Veltri worked for from 2010 to 2020.,"Giuseppe Veltri (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Rainer Woelki, also known as Rainer Maria Woelki, held from 2010 to 2020.","Chancellor of the University of Vienna 2010 2010 2010 2011 2011 2012 2012 2013 2014 2014 2015 2015 2016, 2017, 2018, 2019, 2020"
List all sports teams Matteo Darmian played for from 2010 to 2020.,"United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Moon Jae-in, also known as President Moon, was a member of from 2010 to 2020.","South Korea People's Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); South Korea People's Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Flemish Interest, also known as VB, from 2012 to 2020","François-Marie de Laval (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); François-Marie de Laval (2020)"
"List all positions Steve Knight, also known as Stephen Knight, held from 2010 to 2019.","Deputy Secretary of State for the Interior 2010–2011; Assistant Secretary of State for the Environment 2010–2011; Assistant Secretary of State for the Environment 2010–2011; Assistant Secretary of State for Environment 2010–2011; Assistant Secretary of State for Energy and Climate Change 2010–2011; Assistant Secretary of State for Energy and Climate Change (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Mindy Grossman worked for from 2010 to 2020.,"Mindy Grossman (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Douglas Costa, also known as Douglas Costa de Souza, played for from 2010 to 2020.","Douglas Costa (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all chairpersons of Skënder Gjinushi from 2010 to 2020,"lvard Gjnsson (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); lvard Gjnsson (2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Phil Goff, also known as Philip Bruce Goff, held from 2010 to 2020.","Deputy Secretary of State for the Interior 2010-2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all coaches of SK Sigma Olomouc, also known as Sportovní Klub Sigma Olomouc, from 2013 to 2020","SK Sigma Olomouc (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Poul Michelsen, also known as Poul Johan Sundberg Michelsen, was a member of from 2010 to 2020.","landriksen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); landriksen (2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Jerusalem, also known as Yerushalayim, from 2010 to 2020 ","Yitzhak Rabin (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Yitzhak Rabin (2020)"
List all employers Erik Angner worked for from 2012 to 2020.,"Erik Angner (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Angela Eagle, also known as Dame Angela Eagle, held from 2010 to 2016.","Dame Angela Eagle (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Ryan Williams, also known as R. Ryan Williams, worked for from 2010 to 2020.","Ryan Williams (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Meaghan C. Creed, also known as Meaghan Creed, worked for from 2012 to 2020.","Meaghan C. Creed (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Darius Bogdan Vâlcov was a member of from 2010 to 2020.,"Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2020)"
"List all coaches of AFC Eskilstuna, also known as Athletic Football Club Eskilstuna, from 2018 to 2020","idrias (2018, 2019, 2020); idrias (2019, 2020)"
"List all coaches of GM Europa Ovini, also known as GM Cycling Team, from 2015 to 2020","GM Europa Ovini (2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Thorbjørn Jagland, also known as Thorbjørn Johansen, held from 2010 to 2019.","Thorbjrn Jagland (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of C.D. Tenerife, also known as CD Tenerife, from 2018 to 2020","Jeremy ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"" ""Tony"
"List all heads of the government of Ludwigshafen, also known as Ludwigshafen am Rhein, from 2010 to 2020 ","Chancellor of the State of the Union of Germany (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Muammar Gaddafi, also known as Muammar Muhammad Abu Minyar al-Gaddafi, held from 2010 to 2011.","President of the United Arab Emirates (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Curtis Pitt, also known as Curtis Warren Pitt, held from 2015 to 2020.","Curtis Pitt (2015, 2016, 2017, 2018, 2019, 2020); Curtis Pitt (2020)"
"List all political parties José Évrard, also known as José Evrard, was a member of from 2010 to 2020.","Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2020)"
"List all heads of the government of Dordrecht, also known as Dort, from 2010 to 2017 ","Chancellor of the University of the Netherlands (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Navid Faridi, also known as navid faridi, from 2011 to 2018","navid faridi (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Takumi Minamino, also known as Minamino Takumi, played for from 2011 to 2020.","Japan national football team (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Japan national football team (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Owen Paterson, also known as Owen William Paterson, held from 2010 to 2014.","Owen Paterson (2010, 2011, 2012, 2013, 2014); Owen Paterson (2010, 2011, 2012, 2013, 2014); Owen Paterson (2010, 2011, 2012, 2013, 2014); Owen Paterson (2010, 2011, 2012, 2013, 2014); Owen Paterson (2010, 2011, 2012, 2013, 2014); Owen Paterson (2010, 2011, 2012, 2013, 2014)"
List all political parties Yeidckol Polevnsky Gurwitz was a member of from 2010 to 2020.,"Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2020)"
"List all sports teams Mitchell Johnson, also known as Mitchell Guy Johnson, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Chrystia Freeland, also known as Christina Alexandra Freeland, held from 2015 to 2020.","Deputy Prime Minister of the Republic of Ireland 2015 2015, 2016, 2017, 2018, 2019, 2020"
"List all political parties Martin Hamilton-Smith, also known as Martin Leslie James Hamilton-Smith, was a member of from 2010 to 2014.","Liberal Party (2010, 2011, 2012, 2013, 2014); Conservative Party (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Riccardo Tisci worked for from 2010 to 2020.,"Riccardo Tisci (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Novosibirsk Oblast, also known as Novosibirsk Oblast (Russia), from 2014 to 2020 ","Vladimir Putin (2014, 2015, 2016, 2017, 2018, 2019, 2020); Vladimir Putin (2019, 2020)"
List all coaches of Enosis Neon Paralimni FC from 2016 to 2020,"adiyasana (2016, 2017, 2018, 2019, 2020); adiyasana (2020)"
"List all employers Josep Lluís Alay Rodríguez, also known as Josep Lluis Alay Rodriguez, worked for from 2011 to 2020.","Josep Llus Alay Rodrguez (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Ministry of Unification, also known as National Unification Board, from 2010 to 2020","  2010  2010 2010  2011 2011  2012 2012 â 2020 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all chairpersons of SPD North Rhine-Westphalia from 2010 to 2020,"Chancellor of the Federal Republic of Germany (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Bill English, also known as Simon William English, held from 2010 to 2017.","Bill English (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Rene Farrell played for from 2010 to 2016.,"Rene Farrell (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Rene Farrell (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Rene Farrell (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Rene Farrell (2010, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Rene Farrell (2010, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Rene Farrell (2010, 2012, 2013, 2014, 2015, 2016, 2018); Rene Farrell (2010, 2012, 2013, 2014, 2015)"
List all coaches of SV Horn from 2010 to 2020,"SV Horn (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all chairpersons of Supreme Court of Spain from 2012 to 2020,"lvaro del Ponte (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); José Manuel Barroso (2020)"
"List all sports teams Amy Rodriguez, also known as A-ROD, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Kyoto Sanga FC, also known as Kyoto Purple Sanga, from 2011 to 2020","Yoko Ono (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Yoko Ono (2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Anthony G. Brown, also known as Anthony Gregory Brown, held from 2010 to 2019.","Anthony G. Brown (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Darijo Srna played for from 2010 to 2019.,"Darijo Srna (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Thomas Reiter, also known as Thomas Arthur Reiter, worked for from 2010 to 2020.","Thomas Reiter (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Ramona Mănescu, also known as Ramona Nicole Manescu, was a member of from 2010 to 2019.","Partidul Democrat (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of North Korea, also known as 🇰🇵, from 2010 to 2020 ","Kim Jong-un (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Jacqui Lambie, also known as Jacquiline Louise Lambie, was a member of from 2011 to 2020.","Liberal Party (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Sheffield United F.C., also known as Sheffield United Football Club, from 2013 to 2020","Jeremy Jones (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Angelino Alfano was a member of from 2010 to 2020.,"Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020)"
"List all coaches of FC Porto, also known as FCP, from 2013 to 2020","Mauricio Sánchez (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Brendan Taylor, also known as Brendan Ross Murray Taylor, played for from 2010 to 2017."," (2010, 2011);  (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020);  (2010, 2011);  (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Sigmar Gabriel, also known as Siggi Pop, held from 2013 to 2020.","Deputy Prime Minister (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister of Foreign Affairs (2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister of Foreign Affairs (2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Jack Straw, also known as John Whitaker Straw, held from 2010 to 2010.","John Whitaker Straw (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Renato Brunetta was a member of from 2010 to 2020.,"Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020)"
List all political parties Călin Popescu-Tăriceanu was a member of from 2010 to 2020.,"Romanian Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Romanian Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Queens Park Rangers F.C., also known as Queens Park Rangers Football Club, from 2016 to 2020","Jeremy McMillan (2016, 2017, 2018, 2019, 2020); Jeremy McMillan (2020)"
List all entities that owned Masterpiece from 2010 to 2020.,"Masterpiece (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The Walt Disney Company (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FC Karpaty Lviv from 2012 to 2020,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
"List all political parties Ricardo Patiño, also known as Ricardo Patino, was a member of from 2010 to 2020.","Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020)"
"List all chairpersons of Agence de financement des infrastructures de transport de France, also known as AFITF, from 2011 to 2020","François-Marie-Louise-Marie-Louise (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of CSM Politehnica Iași from 2013 to 2020,"iaina iaina (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); iaina iaina (2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Bergamo, also known as City of Bergamo, from 2010 to 2020 ","Mauricio del Ponte (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Mauricio del Ponte (2020)"
"List all coaches of ACS Poli Timișoara, also known as ACS Poli Timişoara, from 2010 to 2020","ACS Poli Timișoara (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Serena A. Corr, also known as Serena Corr, worked for from 2010 to 2020.","Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of FC Slovan Liberec, also known as FC SLOVAN LIBEREC, from 2011 to 2020","ivota Slavni (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Austin Petersen, also known as Austin Wade Petersen, was a member of from 2010 to 2020.","Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Sudan, also known as Republic of the Sudan, from 2017 to 2020 ","President of Sudan (2017, 2018, 2019, 2020); President of Sudan (2019, 2020)"
List all entities that owned Statue of Robert Milligan from 2010 to 2020.,"The Statue of Robert Milligan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FC Universitatea Cluj from 2016 to 2020,"Universitatea Cluj (2016, 2017, 2018, 2019, 2020); Universitatea Cluj (2020)"
List all coaches of AFC Chindia Târgoviște from 2018 to 2020,"idrias idrias (2018, 2019, 2020); idrias idrias (2019, 2020)"
List all employers Rama Govindarajan worked for from 2010 to 2020.,"Rama Govindarajan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Andrew McLachlan, also known as Andrew Lockhart McLachlan, held from 2018 to 2020.","Andrew Lockhart McLachlan (2018, 2019, 2020); Andrew McLachlan (2019, 2020)"
"List all coaches of S.C. Corinthians Paulista, also known as Sport Club Corinthians Paulista, from 2018 to 2020","Nicolas lvarez (2018, 2019, 2020)"
"List all coaches of Spartak Moscow, also known as FC Spartak Moscow, from 2015 to 2020","Yuriyev (2015, 2016, 2017, 2018, 2019, 2020); Yuriyev (2020)"
"List all employers Teresa A. Sullivan, also known as Teresa A Sullivan, worked for from 2010 to 2020.","Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Roman Pavlyuchenko, also known as Roman Anatolyevich Pavlyuchenko, played for from 2010 to 2020.","FC ibenik (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Chris Hipkins, also known as Christopher John Hipkins, held from 2017 to 2020.","Deputy Secretary of State for Energy and Climate Change (2017, 2018, 2019, 2020); Secretary of State for Energy and Climate Change (2019, 2020); Secretary of State for Energy and Climate Change (2020); Secretary of State for Energy and Climate Change (2019, 2020); Secretary of State for Energy and Climate Change (2020)"
List all employers Olivier Azam worked for from 2011 to 2015.,"Associated Press (2011, 2012, 2013, 2014, 2015); Associated Press (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Milan Baroš, also known as Milan Baros, played for from 2010 to 2020.","Milan Baro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Trinidad and Tobago, also known as Republic of Trinidad and Tobago, from 2010 to 2020 ","Deputy Prime Minister (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all entities that owned Kevitsa mine from 2010 to 2020.,"Kevitsa Mines (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Kevitsa Mines (2019, 2020)"
List all political parties Shlomo Molla was a member of from 2010 to 2020.,"Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020)"
"List all employers Ursula Staudinger, also known as Ursula M Staudinger, worked for from 2010 to 2020.","Ursula Staudinger (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Jari Litmanen, also known as Jari Olavi Litmanen, played for from 2010 to 2011.","änestäjänen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Democratic Left Alliance, also known as SLD, from 2010 to 2020","Jeremy Corbyn (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Jeremy Slater (2020)"
List all educational institutions Teaira McCowan attended from 2010 to 2019.,"University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California,"
"List all political parties Charles Kauvu Abel, also known as Charles Abel, was a member of from 2010 to 2020.","Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020)"
"List all heads of the government of Qatar, also known as qa, from 2010 to 2020 ","Yuri Al-Assadi (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Yuri Al-Assadi (2020)"
"List all sports teams Sergio Agüero, also known as Sergio Leonel Agüero del Castillo, played for from 2010 to 2020.","ltimo División del Campo 2010 2010 2010 2011 2011 2012 2012 2013 2014 2014 2015 2015 2016, 2016, 2017, 2018, 2019, 2020"
List all sports teams Fabio Borini played for from 2010 to 2020.,"Fabio Borini (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned Havas, also known as Havas Group, from 2010 to 2020.","Havas Group (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Havas Group (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Roberta Anastase, also known as Roberta Alma Anastase, was a member of from 2010 to 2020.","The Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The Democratic Party (2020)"
List all educational institutions Evelyn Akhator attended from 2013 to 2017.,"University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San Francisco, University of California, San"
"List all sports teams Chris Lewington, also known as Christopher John Lewington, played for from 2010 to 2020.","Manchester United (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Manchester United (2016, 2017, 2018, 2019, 2020)"
List all coaches of Malmö FF Herr from 2014 to 2020,"lvard lvard (2014, 2015, 2016, 2017, 2018, 2019, 2020); lvard lvard (2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of PEN International, also known as PEN, from 2010 to 2020","PEN International (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); PEN International (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Hsu Yung-ming, also known as Xu Yongming, was a member of from 2015 to 2020.","Xu Yongming (2015, 2016, 2017, 2018, 2019, 2020); Xu Yongming (2020)"
List all entities that owned Bauer Swansea & South West Wales from 2010 to 2020.,"Bauer Swansea & South West Wales (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FC Dnepr Mogilev from 2011 to 2020,"idiya Svetlana (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); idiya Svetlana (2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Wayne Rooney, also known as Wayne Mark Rooney, played for from 2010 to 2020.","Manchester United (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Manchester United (2016, 2017, 2018, 2019, 2020); Manchester City (2019, 2020); Manchester City (2019, 2020)"
"List all chairpersons of Italian National Olympic Committee, also known as Comitato Olimpico Nazionale Italiano, from 2010 to 2020","Olimpico Nazionale Italiano (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Dawn Hadley, also known as Dawn M. Hadley, worked for from 2010 to 2020.","Dawn Hadley (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers John Roberts, also known as John D. Roberts, worked for from 2010 to 2020.","John Roberts (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Limpopo, also known as Northern Transvaal, from 2010 to 2020 ","Deputy Prime Minister (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Joseph Bambera, also known as Joseph Charles Bambera, held from 2010 to 2020.","President of the United States of America 2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Mjällby AIF, also known as MAIF, from 2013 to 2020","änestyn änestyn (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); änestyn änestyn (2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Federal Reserve System, also known as Federal Reserve, from 2014 to 2020","President of the United States (2014, 2015, 2016, 2017, 2018, 2019, 2020); Governor of New York (2019, 2020); Governor of New Jersey (2019, 2020); Governor of New Jersey (2020)"
List all employers Hiroshi Amano worked for from 2010 to 2015.,"Hiroshi Amano (2010, 2011, 2012, 2013, 2014, 2015); Hiroshi Amano (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions John Boehner, also known as John A. Boehner, held from 2010 to 2015.","John Boehner (2010, 2011, 2012, 2013, 2014, 2015); John Boehner (2010, 2011, 2012, 2013, 2014, 2015); John Boehner (2010, 2011, 2012, 2013, 2014, 2015); John Boehner (2010, 2011, 2012, 2013, 2014, 2015); John Boehner (2010, 2011, 2012, 2013, 2014, 2015)"
"List all coaches of KAA Gent, also known as Koninklijke Atletiek Associatie Gent, from 2014 to 2020","Jeremy Svensen (2014, 2015, 2016, 2017, 2018, 2019, 2020); Jeremy Svensen (2020)"
List all sports teams Andrea Barzagli played for from 2010 to 2019.," (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020);  (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
