question,response
"List all chairpersons of Flemish Interest, also known as VB, from 2012 to 2020","Flemish Interest, also known as VB, 2012–2020"
"List all positions Steve Knight, also known as Stephen Knight, held from 2010 to 2019.","Steve Knight, also known as Stephen Knight, was the head coach of the New Zealand national rugby union team from 2010 to 2019."
List all employers Mindy Grossman worked for from 2010 to 2020.,Mindy Grossman
"List all sports teams Douglas Costa, also known as Douglas Costa de Souza, played for from 2010 to 2020.",Douglas Costa de Souza
List all chairpersons of Skënder Gjinushi from 2010 to 2020,rneli Gjinushi
"List all positions Phil Goff, also known as Philip Bruce Goff, held from 2010 to 2020.",Governor of New York
"List all coaches of SK Sigma Olomouc, also known as Sportovní Klub Sigma Olomouc, from 2013 to 2020","List all coaches of SK Sigma Olomouc, also known as Sportovn Klub Sigma Olomouc, from 2013 to 2020"
"List all political parties Poul Michelsen, also known as Poul Johan Sundberg Michelsen, was a member of from 2010 to 2020.",Danish People's Party
"List all heads of the government of Jerusalem, also known as Yerushalayim, from 2010 to 2020 ","List of heads of the government of Jerusalem, also known as Yerushalayim, from 2010 to 2020"
List all employers Erik Angner worked for from 2012 to 2020.,
"List all positions Angela Eagle, also known as Dame Angela Eagle, held from 2010 to 2016.",Deputy Prime Minister of the United Kingdom
"List all employers Ryan Williams, also known as R. Ryan Williams, worked for from 2010 to 2020.","Williams, R."
"List all employers Meaghan C. Creed, also known as Meaghan Creed, worked for from 2012 to 2020.","Creed, Meaghan C."
List all political parties Darius Bogdan Vâlcov was a member of from 2010 to 2020.,Democrat Party of Latvia
"List all coaches of AFC Eskilstuna, also known as Athletic Football Club Eskilstuna, from 2018 to 2020",AFC Eskilstuna
"List all coaches of GM Europa Ovini, also known as GM Cycling Team, from 2015 to 2020","lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata, lvaro Morata,"
"List all positions Thorbjørn Jagland, also known as Thorbjørn Johansen, held from 2010 to 2019.",President of the Council of Europe
"List all coaches of C.D. Tenerife, also known as CD Tenerife, from 2018 to 2020","List all coaches of C.D. Tenerife, also known as CD Tenerife from 2018 to 2020"
"List all heads of the government of Ludwigshafen, also known as Ludwigshafen am Rhein, from 2010 to 2020 ",Ludwigshafen am Rhein
"List all positions Muammar Gaddafi, also known as Muammar Muhammad Abu Minyar al-Gaddafi, held from 2010 to 2011.",Libyan President
"List all positions Curtis Pitt, also known as Curtis Warren Pitt, held from 2015 to 2020.","Curtis Pitt, also known as Curtis Warren Pitt, was the mayor of the city of Pittsburgh from 2015 to 2020."
"List all political parties José Évrard, also known as José Evrard, was a member of from 2010 to 2020.","Évrard was a member of the Socialist Party, the Democratic Party, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular Movement, the Union for a Popular"
"List all heads of the government of Dordrecht, also known as Dort, from 2010 to 2017 ","Dordrecht, also known as Dort, has had a mayor since 2010"
"List all coaches of Navid Faridi, also known as navid faridi, from 2011 to 2018",Navid Faridi
"List all sports teams Takumi Minamino, also known as Minamino Takumi, played for from 2011 to 2020.",Tokyo Gakuen
"List all positions Owen Paterson, also known as Owen William Paterson, held from 2010 to 2014.","Owen Paterson, also known as Owen William Paterson, was the Member of Parliament (MP) for the City of Edinburgh from 2010 to 2014."
List all political parties Yeidckol Polevnsky Gurwitz was a member of from 2010 to 2020.,Yeidckol Polevnsky Gurwitz
"List all sports teams Mitchell Johnson, also known as Mitchell Guy Johnson, played for from 2010 to 2020.",New York Jets
"List all positions Chrystia Freeland, also known as Christina Alexandra Freeland, held from 2015 to 2020.",President of the Board of Directors of the Canadian Broadcasting Corporation
"List all political parties Martin Hamilton-Smith, also known as Martin Leslie James Hamilton-Smith, was a member of from 2010 to 2014.",Labour Party
List all employers Riccardo Tisci worked for from 2010 to 2020.,Riccardo Tisci
"List all heads of the government of Novosibirsk Oblast, also known as Novosibirsk Oblast (Russia), from 2014 to 2020 ",Nikolai Yakovlevich Yakovlevich
List all coaches of Enosis Neon Paralimni FC from 2016 to 2020,Enosis Neon Paralimni FC
"List all employers Josep Lluís Alay Rodríguez, also known as Josep Lluis Alay Rodriguez, worked for from 2011 to 2020.",Barcelona
"List all chairpersons of Ministry of Unification, also known as National Unification Board, from 2010 to 2020","List of chairpersons of Ministry of Unification, also known as National Unification Board, from 2010 to 2020"
List all chairpersons of SPD North Rhine-Westphalia from 2010 to 2020,List of chairpersons of SPD North Rhine-Westphalia from 2010 to 2020
"List all positions Bill English, also known as Simon William English, held from 2010 to 2017.","English, Bill English, Simon William English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill English, Bill"
List all sports teams Rene Farrell played for from 2010 to 2016.,"Rene Farrell played for the New York Rangers, New York Jets, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks, New York Knicks"
List all coaches of SV Horn from 2010 to 2020,SV Horn
List all chairpersons of Supreme Court of Spain from 2012 to 2020,José Manuel Barroso
"List all sports teams Amy Rodriguez, also known as A-ROD, played for from 2010 to 2020.",Los Angeles Lakers
"List all coaches of Kyoto Sanga FC, also known as Kyoto Purple Sanga, from 2011 to 2020","List all coaches of Kyoto Sanga FC, also known as Kyoto Purple Sanga from 2011 to 2020"
"List all positions Anthony G. Brown, also known as Anthony Gregory Brown, held from 2010 to 2019.",Mayor of New York City
List all sports teams Darijo Srna played for from 2010 to 2019.,Darijo Srna played for the following sports teams from 2010 to 2019:
"List all employers Thomas Reiter, also known as Thomas Arthur Reiter, worked for from 2010 to 2020.",Thomas Reiter
"List all political parties Ramona Mănescu, also known as Ramona Nicole Manescu, was a member of from 2010 to 2019.",Romanian Democratic Union
"List all heads of the government of North Korea, also known as 🇰🇵, from 2010 to 2020 ","Kim Jong-un Kim Jong-un (born June 27, 1976) is the current leader of North Korea."
"List all political parties Jacqui Lambie, also known as Jacquiline Louise Lambie, was a member of from 2011 to 2020.",Liberal Party of Australia
"List all coaches of Sheffield United F.C., also known as Sheffield United Football Club, from 2013 to 2020",Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris Wilder Chris
List all political parties Angelino Alfano was a member of from 2010 to 2020.,Democrat Party of the Philippines
"List all coaches of FC Porto, also known as FCP, from 2013 to 2020",List of FC Porto coaches from 2013 to 2020
"List all sports teams Brendan Taylor, also known as Brendan Ross Murray Taylor, played for from 2010 to 2017.",Liverpool F.C.
"List all positions Sigmar Gabriel, also known as Siggi Pop, held from 2013 to 2020.",Minister of Foreign Affairs
"List all positions Jack Straw, also known as John Whitaker Straw, held from 2010 to 2010.",Minister for Foreign Affairs
List all political parties Renato Brunetta was a member of from 2010 to 2020.,"Renato Brunetta was a member of the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party of Italy (PDI), the Democratic Party"
List all political parties Călin Popescu-Tăriceanu was a member of from 2010 to 2020.,Romanian Democratic Party
"List all coaches of Queens Park Rangers F.C., also known as Queens Park Rangers Football Club, from 2016 to 2020","Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan, Kevin Nolan,"
List all entities that owned Masterpiece from 2010 to 2020.,Masterpiece
List all coaches of FC Karpaty Lviv from 2012 to 2020,List of FC Karpaty Lviv coaches from 2012 to 2020
"List all political parties Ricardo Patiño, also known as Ricardo Patino, was a member of from 2010 to 2020.",Democratic Revolution Party
"List all chairpersons of Agence de financement des infrastructures de transport de France, also known as AFITF, from 2011 to 2020",François-Henri Pinault
List all coaches of CSM Politehnica Iași from 2013 to 2020,CSM Politehnica Iași
"List all heads of the government of Bergamo, also known as City of Bergamo, from 2010 to 2020 ","List of heads of the government of Bergamo, also known as City of Bergamo, from 2010 to 2020"
"List all coaches of ACS Poli Timișoara, also known as ACS Poli Timişoara, from 2010 to 2020","ACS Poli Timișoara, also known as ACS Poli Timişoara, has had the following coaches:"
"List all employers Serena A. Corr, also known as Serena Corr, worked for from 2010 to 2020.",
"List all coaches of FC Slovan Liberec, also known as FC SLOVAN LIBEREC, from 2011 to 2020","List all coaches of FC Slovan Liberec, also known as FC SLOVAN LIBEREC from 2011 to 2020"
"List all political parties Austin Petersen, also known as Austin Wade Petersen, was a member of from 2010 to 2020.",Democratic Party
"List all heads of the government of Sudan, also known as Republic of the Sudan, from 2017 to 2020 ",Khartoum
List all entities that owned Statue of Robert Milligan from 2010 to 2020.,City of Toronto
List all coaches of FC Universitatea Cluj from 2016 to 2020,tefan igănescu
List all coaches of AFC Chindia Târgoviște from 2018 to 2020,AFC Chindia Târgoviște
List all employers Rama Govindarajan worked for from 2010 to 2020.,Rama Govindarajan
"List all positions Andrew McLachlan, also known as Andrew Lockhart McLachlan, held from 2018 to 2020.",Andrew McLachlan
"List all coaches of S.C. Corinthians Paulista, also known as Sport Club Corinthians Paulista, from 2018 to 2020","List all coaches of S.C. Corinthians Paulista, also known as Sport Club Corinthians Paulista, from 2018 to 2020"
"List all coaches of Spartak Moscow, also known as FC Spartak Moscow, from 2015 to 2020","List of coaches of Spartak Moscow, also known as FC Spartak Moscow from 2015 to 2020"
"List all employers Teresa A. Sullivan, also known as Teresa A Sullivan, worked for from 2010 to 2020.",Sullivan
"List all sports teams Roman Pavlyuchenko, also known as Roman Anatolyevich Pavlyuchenko, played for from 2010 to 2020.","CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, CSKA Moscow, "
"List all positions Chris Hipkins, also known as Christopher John Hipkins, held from 2017 to 2020.",Councillor
List all employers Olivier Azam worked for from 2011 to 2015.,Ligue 1
"List all sports teams Milan Baroš, also known as Milan Baros, played for from 2010 to 2020.",Milan Baro
"List all heads of the government of Trinidad and Tobago, also known as Republic of Trinidad and Tobago, from 2010 to 2020 ","List of heads of the government of Trinidad and Tobago, also known as Republic of Trinidad and Tobago, from 2010 to 2020"
List all entities that owned Kevitsa mine from 2010 to 2020.,Kevitsa mine
List all political parties Shlomo Molla was a member of from 2010 to 2020.,Shlomo Molla was a member of the Likud party from 2010 to 2020.
"List all employers Ursula Staudinger, also known as Ursula M Staudinger, worked for from 2010 to 2020.","University of California, Berkeley"
"List all sports teams Jari Litmanen, also known as Jari Olavi Litmanen, played for from 2010 to 2011.",Finland national men's ice hockey team
"List all chairpersons of Democratic Left Alliance, also known as SLD, from 2010 to 2020","List of chairpersons of Democratic Left Alliance, also known as SLD, from 2010 to 2020"
List all educational institutions Teaira McCowan attended from 2010 to 2019.,Teaira McCowan attended the University of Washington
"List all political parties Charles Kauvu Abel, also known as Charles Abel, was a member of from 2010 to 2020.",Democratic Party
"List all heads of the government of Qatar, also known as qa, from 2010 to 2020 ",Qatari leader
"List all sports teams Sergio Agüero, also known as Sergio Leonel Agüero del Castillo, played for from 2010 to 2020.",Barcelona
List all sports teams Fabio Borini played for from 2010 to 2020.,Fabio Borini
"List all entities that owned Havas, also known as Havas Group, from 2010 to 2020.",Havas Group
"List all political parties Roberta Anastase, also known as Roberta Alma Anastase, was a member of from 2010 to 2020.",Democratic Party
List all educational institutions Evelyn Akhator attended from 2013 to 2017.,Evelyn Akhator
"List all sports teams Chris Lewington, also known as Christopher John Lewington, played for from 2010 to 2020.",Manchester United
List all coaches of Malmö FF Herr from 2014 to 2020,Malmö FF Herr
"List all chairpersons of PEN International, also known as PEN, from 2010 to 2020","PEN International, also known as PEN, is a nonprofit organization that promotes the reading and writing of poetry, fiction, non-fiction, and poetry."
"List all political parties Hsu Yung-ming, also known as Xu Yongming, was a member of from 2015 to 2020.","Hsu Yung-ming, also known as Xu Yongming, was a member of the Democratic Progressive Party (DPP) from 2015 to 2020."
List all entities that owned Bauer Swansea & South West Wales from 2010 to 2020.,Bauer Group
List all coaches of FC Dnepr Mogilev from 2011 to 2020,List of coaches of FC Dnepr Mogilev from 2011 to 2020
"List all sports teams Wayne Rooney, also known as Wayne Mark Rooney, played for from 2010 to 2020.",Manchester United
"List all chairpersons of Italian National Olympic Committee, also known as Comitato Olimpico Nazionale Italiano, from 2010 to 2020",Nicola Larini
"List all employers Dawn Hadley, also known as Dawn M. Hadley, worked for from 2010 to 2020.",Dawn Hadley
"List all employers John Roberts, also known as John D. Roberts, worked for from 2010 to 2020.",United States Supreme Court
"List all heads of the government of Limpopo, also known as Northern Transvaal, from 2010 to 2020 ",John Masekela
"List all positions Joseph Bambera, also known as Joseph Charles Bambera, held from 2010 to 2020.",Governor of New York
"List all coaches of Mjällby AIF, also known as MAIF, from 2013 to 2020","Mjällby AIF, also known as MAIF, 2013–2020"
"List all chairpersons of Federal Reserve System, also known as Federal Reserve, from 2014 to 2020",John Williams
List all employers Hiroshi Amano worked for from 2010 to 2015.,Hiroshi Amano
"List all positions John Boehner, also known as John A. Boehner, held from 2010 to 2015.",Member of the United States House of Representatives
"List all coaches of KAA Gent, also known as Koninklijke Atletiek Associatie Gent, from 2014 to 2020","KAA Gent, also known as Koninklijke Atletiek Associatie Gent, is a Belgian football club based in Gent."
List all sports teams Andrea Barzagli played for from 2010 to 2019.,Juventus
"List all educational institutions Rhea Boyd, also known as Rhea W. Boyd, attended from 2010 to 2017.","Rhea Boyd, also known as Rhea W. Boyd, attended the University of North Carolina at Chapel Hill from 2010 to 2017"
"List all coaches of Paris Saint-Germain F.C., also known as Paris Saint-Germain Football Club, from 2010 to 2020","Nicolas Anelka, Antoine Kombouare, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc, Laurent Blanc,"
"List all positions Martín Vizcarra, also known as Martín Alberto Vizcarra Cornejo, held from 2016 to 2020.",President of the Senate
List all employers Bob Muglia worked for from 2010 to 2020.,San Francisco 49ers
"List all political parties Y. S. Jaganmohan Reddy, also known as Yeduguri Sandinti Jagan Mohan Reddy, was a member of from 2010 to 2020.","Y. S. Jaganmohan Reddy, also known as Yeduguri Sandinti Jagan Mohan Reddy, was a member of the Telugu Desam Party"
"List all political parties Alejo Vidal-Quadras Roca, also known as Aleix Vidal-Quadras, was a member of from 2010 to 2015.",Alejo Vidal-Quadras Roca was a member of the Socialist Party of Catalonia from 2010 to 2015.
"List all heads of the government of Södermanland County, also known as Södermanlands län, from 2010 to 2020 ",Södermanland County
"List all political parties Adonis Georgiades, also known as Spyridon-Adonis Georgiadis, was a member of from 2010 to 2020.","Adonis Georgiades, also known as Spyridon-Adonis Georgiadis, was a member of the Democratic Left of Greece (DLP) from 2010 to 2020."
"List all positions Daniel M. Donovan, Jr., also known as Dan Donovan, held from 2010 to 2019.",Mayor of New York City
"List all educational institutions Roman Balabin, also known as Roman M. Balabin, attended from 2010 to 2013.","University of Maryland, College Park"
"List all positions Adam Putnam, also known as Adam Hughes Putnam, held from 2010 to 2020.",Governor of New York
"List all employers Elisabeth Bik, also known as Elies Bik, worked for from 2010 to 2018.",Elisabeth Bik
"List all employers Alvin Eliot Roth, also known as Alvin E. Roth, worked for from 2010 to 2020.",Alvin E. Roth
List all political parties Daiki Michishita was a member of from 2010 to 2020.,Daiki Michishita
List all coaches of Bursaspor from 2018 to 2020,Bursaspor
"List all political parties Dávid Dorosz, also known as David Dorosz, was a member of from 2010 to 2020.","Dávid Dorosz, also known as David Dorosz, was a member of the Democratic Union of Hungarians (DUP) from 2010 to 2020."
"List all chairpersons of Renaissance, also known as En Marche, from 2016 to 2020","List of chairpersons of Renaissance, also known as En Marche, from 2016 to 2020"
"List all employers Hiromichi Mizuno, also known as Hiro Mizuno, worked for from 2015 to 2020.",Hiroshima Prefectural Government
"List all positions Ken Salazar, also known as Kenneth Lee ""Ken"" Salazar, held from 2010 to 2013.",President of the Los Angeles Dodgers
"List all chairpersons of Federal Department of Justice and Police, also known as EJPD, from 2010 to 2020","List of chairpersons of Federal Department of Justice and Police, also known as EJPD, from 2010 to 2020"
List all employers Matthew Pratt Guterl worked for from 2010 to 2020.,Matthew Pratt Guterl
"List all coaches of FC Slutsk, also known as FC Sluck, from 2010 to 2020","List all coaches of FC Slutsk, also known as FC Sluck, from 2010 to 2020"
List all sports teams Dries Mertens played for from 2010 to 2020.,Belgium national football team
"List all chairpersons of RCD Mallorca, also known as Real Club Deportivo Mallorca, from 2010 to 2020","José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas, José Manuel de las Casas,"
"List all positions Bill Keating, also known as William R. Keating, held from 2010 to 2019.",Governor of New York
"List all positions Rod J. Rosenstein, also known as Rod Rosenstein, held from 2010 to 2020.",Attorney General of the United States
List all political parties Sandrine Josso was a member of from 2015 to 2019.,"Sandrine Josso was a member of the Socialist Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of France, the Democratic Party of"
"List all sports teams Danny Shittu, also known as Daniel Olusola ""Danny"" Shittu, played for from 2010 to 2015.",Nigeria national football team
"List all heads of the government of Bavaria, also known as Free State of Bavaria, from 2010 to 2020 ","Bavaria, also known as Free State of Bavaria, 2010–2020"
"List all political parties Norbert Klein, also known as Norbert Pieter Marie Klein, was a member of from 2010 to 2014.",Norbert Klein was a member of the Socialist Party of the Netherlands from 2010 to 2014.
"List all employers Kizzmekia Corbett, also known as Kizzmekia Shanta Corbett, worked for from 2010 to 2020.",Kizzmekia Corbett
"List all coaches of Shamrock Rovers F.C., also known as Shamrock Rovers Football Club, from 2012 to 2020",Brian McDermott
"List all sports teams Chris Wood, also known as Christopher Grant Wood, played for from 2010 to 2020.",Chicago Bulls
"List all positions Blase J. Cupich, also known as Blase Joseph Cupich, held from 2010 to 2020.",Mayor of Chicago
List all sports teams John Degenkolb played for from 2010 to 2020.,Detroit Tigers
"List all positions Dermot Ahern, also known as Dermot Christopher Ahern, held from 2010 to 2011.","Dermot Ahern, also known as Dermot Christopher Ahern, was the Minister for Foreign Affairs and Trade from 2010 to 2011."
"List all employers Katarzyna Rejzner, also known as Kasia Rejzner, worked for from 2011 to 2020.",Katarzyna Rejzner
"List all employers John Anderson, also known as Sir John Anderson, worked for from 2010 to 2010.","Anderson, John"
List all political parties Glenda Rondán was a member of from 2010 to 2020.,PP
"List all heads of the government of Gujarat, also known as State of Gujarat, from 2014 to 2020 ","Gujarat, also known as State of Gujarat, 2014–2020"
"List all sports teams Scott Sinclair, also known as Scott Andrew Sinclair, played for from 2010 to 2015.",Toronto Raptors
List all entities that owned Hampden Park from 2010 to 2020.,Hampden Park
List all entities that owned Blue Coat Systems from 2011 to 2020.,Blue Coat Systems
"List all employers José Manuel Campa, also known as Jose Manuel Campa, worked for from 2010 to 2019.",José Manuel Campa
"List all sports teams Anthony Stokes, also known as Anthony Christopher Stokes, played for from 2010 to 2016.",Manchester United
"List all employers Robert Sternberg, also known as Robert Jeffrey Sternberg, worked for from 2010 to 2013.","Robert Sternberg, also known as Robert Jeffrey Sternberg, worked for the following employers:"
List all positions Paschal Donohoe held from 2011 to 2020.,President of the Irish Parliament
"List all coaches of Bohemian F.C., also known as Bohs, from 2012 to 2020","Bohemian F.C., also known as Bohs, from 2012 to 2020"
List all sports teams Guilherme Costa Marques played for from 2010 to 2017.,Guilherme Costa Marques
