question,response,examples
List all entities that owned Masterpiece from 2010 to 2020.,"Masterpiece (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The Walt Disney Company (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The Walt Disney Company (2010, 2011, 2018, 2019, 2020); The Walt Disney Company (2020)","Example:
  Question: List all entities that owned Ruptly from 2010 to 2020.
  Answer: RT (2010, 2011, 2012, 2013); Rossiya Segodnya (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Mountain Studios from 2010 to 2020.
  Answer: David Richards (2010, 2011, 2012, 2013); Mercury Phoenix Trust (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Rockklassiker from 2010 to 2020.
  Answer: Warner Bros. Discovery Nordic (2010, 2011, 2012, 2013, 2014, 2015); Bauer Media Group (2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FC Karpaty Lviv from 2012 to 2020,"Yegishe Melikyan (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Yegishe Melikyan (2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Yegishe Melikyan (2020)","Example:
  Question: List all coaches of FC Lviv from 2019 to 2020
  Answer: Yegishe Melikyan (2019, 2020); Giorgi Tsetsadze (2020)
Example:
  Question: List all coaches of FC Rukh Lviv, also known as FC Rukh Vynnyky, from 2019 to 2020
  Answer: Leonid Kuchuk (2019); Ivan Fedyk (2020)
Example:
  Question: List all coaches of FC Krasnodar from 2010 to 2020
  Answer: Slavoljub Muslin (2010, 2011, 2012, 2013); Murad Musayev (2018, 2019, 2020); Oleg Fomenko (2018)"
"List all political parties Ricardo Patiño, also known as Ricardo Patino, was a member of from 2010 to 2020.","The People of Freedom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The People of Freedom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The People of Freedom (2020)","Example:
  Question: List all political parties Stefano Fassina was a member of from 2010 to 2020.
  Answer: Democratic Party (2010, 2011, 2012, 2013, 2014, 2015); Free and Equal (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Nicolas Florian was a member of from 2010 to 2020.
  Answer: Union for a Popular Movement (2010, 2011, 2012, 2013, 2014, 2015); The Republicans (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Fabrizio Cicchitto was a member of from 2010 to 2020.
  Answer: The People of Freedom (2010, 2011, 2012, 2013); New Centre-Right (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Popular Alternative (2017, 2018, 2019, 2020)"
"List all chairpersons of Agence de financement des infrastructures de transport de France, also known as AFITF, from 2011 to 2020","François-Louis de Lafontaine (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); François-Louis de Lafontaine (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); François-Louis de Lafontaine (2015, 2016, 2017, 2018, 2019, 2020); François-Louis de Lafontaine (2020)","Example:
  Question: List all chairpersons of French Economic, Social and Environmental Council from 2010 to 2020
  Answer: Jean-Paul Delevoye (2010, 2011, 2012, 2013, 2014, 2015); Patrick Bernasconi (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all chairpersons of Conseil national du numérique, also known as French Digital Council, from 2011 to 2020
  Answer: Gilles Babinet (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Mounir Mahjoubi (2016, 2017); Salwa Toko (2018, 2019, 2020)
Example:
  Question: List all chairpersons of French Football Federation, also known as Fédération Française de Football, from 2010 to 2020
  Answer: Jean-Pierre Escalettes (2010); Noël Le Graët (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of CSM Politehnica Iași from 2013 to 2020,"CSM Politehnica Iași (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); CSM Politehnica Iași (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all coaches of ASA 2013 Târgu Mureș from 2013 to 2020
  Answer: Cristian Coroian (2013); Liviu Ciobotariu (2014, 2015); Cristian Pustai (2014); Dan Petrescu (2015); Petre Grigoraș (2015, 2016); Cristiano Bergodi (2015); Vasile Miriuță (2015); George Ciorceri (2016); Dario Bonetti (2016); Ioan Ovidiu Sabau (2017, 2018, 2019, 2020)
Example:
  Question: List all coaches of CSM Reșița, also known as CSM Școlar Reșița, from 2019 to 2020
  Answer: Dorinel Munteanu (2019, 2020); Alexandru Pelici (2020)
Example:
  Question: List all coaches of Ethnikos Achna FC from 2018 to 2020
  Answer: Yiotis Engomitis (2018, 2019); Dean Klafurić (2020)"
"List all heads of the government of Bergamo, also known as City of Bergamo, from 2010 to 2020 ","Mauricio del Ponte (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Mauricio del Ponte (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Mauricio del Ponte (2020)","Example:
  Question: List all heads of the government of Saguenay, also known as Ville de Saguenay, from 2010 to 2020 
  Answer: Jean Tremblay (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Josée Néron (2017, 2018, 2019, 2020)
Example:
  Question: List all heads of the government of Emilia-Romagna from 2010 to 2020 
  Answer: Vasco Errani (2010, 2011, 2012, 2013, 2014); Stefano Bonaccini (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all heads of the government of Minneapolis, also known as Minneapolis, Minnesota, from 2010 to 2020 
  Answer: R. T. Rybak (2010, 2011, 2012, 2013); Betsy Hodges (2014, 2015, 2016, 2017, 2018); Jacob Frey (2018, 2019, 2020)"
"List all coaches of ACS Poli Timișoara, also known as ACS Poli Timişoara, from 2010 to 2020","ACS Poli Timișoara (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); ACS Poli Timișoara (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all coaches of FC UAS Zhitkovichi from 2017 to 2018
  Answer: Vladimir Golmak (2017, 2018); Andrey Svirkov (2018)
Example:
  Question: List all coaches of AC Milan, also known as Associazione Calcio Milan, from 2010 to 2020
  Answer: Massimiliano Allegri (2010, 2011, 2012, 2013, 2014); Leonardo Araújo (2010); Clarence Seedorf (2014); Filippo Inzaghi (2014, 2015); Siniša Mihajlović (2015, 2016); Vincenzo Montella (2016, 2017); Gennaro Gattuso (2017, 2018, 2019); Stefano Pioli (2019, 2020); Marco Giampaolo (2019)
Example:
  Question: List all coaches of FC Vorskla Poltava, also known as Vorskla Poltava, from 2012 to 2020
  Answer: Serhiy Svystun (2012, 2013); Yuriy Maksymov (2019, 2020)"
"List all employers Serena A. Corr, also known as Serena Corr, worked for from 2010 to 2020.","University of California, Berkeley (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of California, Berkeley (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of California, Berkeley (2020)","Example:
  Question: List all employers Diana Coben worked for from 2010 to 2020.
  Answer: King's College London (2010, 2011); University of Waikato (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); University of East Anglia (2018, 2019, 2020)
Example:
  Question: List all employers Maria A. Pallante, also known as Maria A Pallante, worked for from 2010 to 2020.
  Answer: United States Copyright Office (2010, 2011, 2012, 2013, 2014, 2015, 2016); Library of Congress (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Juliet Gerrard, also known as Juliet A. Gerrard, worked for from 2010 to 2020.
  Answer: University of Canterbury (2010, 2011, 2012, 2013, 2014); University of Auckland (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of FC Slovan Liberec, also known as FC SLOVAN LIBEREC, from 2011 to 2020","Yuri Puntus (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Yuri Puntus (2015, 2016, 2017, 2018, 2019, 2020); Yuri Puntus (2020)","Example:
  Question: List all coaches of 1. FC Slovácko, also known as 1. FC Synot, from 2016 to 2020
  Answer: Stanislav Levý (2016, 2017); Michal Kordula (2017, 2018); Martin Svědík (2018, 2019, 2020)
Example:
  Question: List all coaches of FC Slavia-Mozyr from 2010 to 2020
  Answer: Yury Maleyew (2010, 2011, 2012, 2013, 2014); Yuri Puntus (2014, 2015, 2016, 2017); Mihail Martsinovich (2017, 2018, 2019, 2020)
Example:
  Question: List all coaches of FC Liefering from 2015 to 2020
  Answer: Thomas Letsch (2015, 2016, 2017); Janusz Góra (2017, 2018, 2019); Gerhard Struber (2018, 2019); Michael Feichtenbeiner (2019); Bo Svensson (2019, 2020)"
"List all political parties Austin Petersen, also known as Austin Wade Petersen, was a member of from 2010 to 2020.","Austin Petersen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Austin Petersen (2010, 2011, 2018, 2019, 2020); Austin Petersen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all political parties Chris Andrews was a member of from 2010 to 2020.
  Answer: Fianna Fáil (2010, 2011, 2012); Sinn Féin (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Mark Patterson, also known as Mark William James Patterson, was a member of from 2010 to 2020.
  Answer: New Zealand National Party (2010, 2011, 2012, 2013, 2014, 2015); New Zealand First (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties André Ventura was a member of from 2010 to 2020.
  Answer: Social Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Chega (2018, 2019, 2020)"
"List all heads of the government of Sudan, also known as Republic of the Sudan, from 2017 to 2020 ","Khalifa Abdel-Hassan (2017, 2018, 2019, 2020); Abdel-Hassan (2019, 2020); Abdel-Hassan (2019, 2020); Abdel-Hassan (2019, 2020); Abdel-Hassan (2019, 2020); Abdel-Hassan (2019, 2020); Abdel-Hassan (2019, 2020)","Example:
  Question: List all heads of the government of Mali, also known as Republic of Mali, from 2017 to 2020 
  Answer: Soumeylou Boubèye Maïga (2017, 2018, 2019); Abdoulaye Idrissa Maïga (2017); Boubou Cisse (2019, 2020)
Example:
  Question: List all heads of the government of Mauritania, also known as Islamic Republic of Mauritania, from 2014 to 2020 
  Answer: Yahya Ould Hademine (2014, 2015, 2016, 2017, 2018); Mohamed Salem Ould Béchir (2018, 2019); Ismail Ould Bedde Ould Cheikh Sidiya (2019, 2020); Mohamed Ould Bilal (2020)
Example:
  Question: List all heads of the government of Ethiopia, also known as Federal Democratic Republic of Ethiopia, from 2010 to 2020 
  Answer: Meles Zenawi (2010, 2011, 2012); Hailemariam Desalegn (2012, 2013, 2014, 2015, 2016, 2017, 2018); Abiy Ahmed Ali (2018, 2019, 2020)"
List all entities that owned Statue of Robert Milligan from 2010 to 2020.,"Robert Milligan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Robert Milligan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Robert Milligan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Robert Milligan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all entities that owned Ruptly from 2010 to 2020.
  Answer: RT (2010, 2011, 2012, 2013); Rossiya Segodnya (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Alexander Hamilton from 2010 to 2020.
  Answer: Credit Suisse (2010, 2011, 2012, 2013); Crystal Bridges Museum of American Art (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Metropolitan Museum of Art (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Salvator Mundi from 2010 to 2020.
  Answer: Alexander Parish (2010, 2011, 2012, 2013); Dmitry Rybolovlev (2013, 2014, 2015, 2016, 2017); Abu Dhabi Department of Culture and Tourism (2017, 2018, 2019, 2020)"
List all coaches of FC Universitatea Cluj from 2016 to 2020,"Universitatea Cluj (2016, 2017, 2018, 2019, 2020); Universitatea Cluj (2020)","Example:
  Question: List all coaches of CFR Cluj from 2015 to 2020
  Answer: Eugen Trică (2015); António Conceição da Silva Oliveira (2015, 2016, 2018, 2019); Vasile Miriuță (2016, 2017); Dan Petrescu (2017, 2018, 2019, 2020); Eduard Iordănescu (2018); Alin Minteuan (2019)
Example:
  Question: List all coaches of FC Liefering from 2015 to 2020
  Answer: Thomas Letsch (2015, 2016, 2017); Janusz Góra (2017, 2018, 2019); Gerhard Struber (2018, 2019); Michael Feichtenbeiner (2019); Bo Svensson (2019, 2020)
Example:
  Question: List all coaches of FC Khimki from 2018 to 2020
  Answer: Igor Shalimov (2018, 2019); Dmitri Gunko (2020)"
List all coaches of AFC Chindia Târgoviște from 2018 to 2020,"AFC Chindia Târgoviște (2018, 2019, 2020); AFC Chindia Târgoviște (2019, 2020)","Example:
  Question: List all coaches of ASA 2013 Târgu Mureș from 2013 to 2020
  Answer: Cristian Coroian (2013); Liviu Ciobotariu (2014, 2015); Cristian Pustai (2014); Dan Petrescu (2015); Petre Grigoraș (2015, 2016); Cristiano Bergodi (2015); Vasile Miriuță (2015); George Ciorceri (2016); Dario Bonetti (2016); Ioan Ovidiu Sabau (2017, 2018, 2019, 2020)
Example:
  Question: List all coaches of FC Liefering from 2015 to 2020
  Answer: Thomas Letsch (2015, 2016, 2017); Janusz Góra (2017, 2018, 2019); Gerhard Struber (2018, 2019); Michael Feichtenbeiner (2019); Bo Svensson (2019, 2020)
Example:
  Question: List all coaches of FC Khimki from 2018 to 2020
  Answer: Igor Shalimov (2018, 2019); Dmitri Gunko (2020)"
List all employers Rama Govindarajan worked for from 2010 to 2020.,"Rama Govindarajan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Rama Govindarajan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Rama Govindarajan (2010, 2011, 2018, 2019, 2020); Rama Govindarajan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all employers Yoh Iwasa worked for from 2010 to 2020.
  Answer: Kyushu University (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Kwansei Gakuin University (2018, 2019, 2020)
Example:
  Question: List all employers Didier Fassin worked for from 2010 to 2020.
  Answer: Institute for Advanced Study (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of California, Berkeley (2016); Collège de France (2019, 2020)
Example:
  Question: List all employers Anand Lal Shimpi worked for from 2010 to 2020.
  Answer: AnandTech (2010, 2011, 2012, 2013, 2014); Apple (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Andrew McLachlan, also known as Andrew Lockhart McLachlan, held from 2018 to 2020.","Andrew Lockhart McLachlan (2018, 2019, 2020); Andrew McLachlan (2019, 2020)","Example:
  Question: List all positions Andrew G. McCabe, also known as Andrew McCabe, held from 2016 to 2017.
  Answer: Deputy Director of the Federal Bureau of Investigation (2016, 2017); Director of the Federal Bureau of Investigation (2017)
Example:
  Question: List all positions Mairead McGuinness held from 2010 to 2020.
  Answer: member of the European Parliament (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Vice President of the European Parliament (2014, 2015, 2016, 2017, 2018, 2019, 2020); European Commissioner for Financial Stability, Financial Services and Capital Markets Union (2020)
Example:
  Question: List all positions Andrew Lansley, also known as Andrew David Lansley, held from 2010 to 2014.
  Answer: Secretary of State for Health and Social Care (2010, 2011, 2012); Shadow Secretary of State for Health and Social Care (2010); Leader of the House of Commons (2012, 2013, 2014); Lord Privy Seal (2012, 2013, 2014)"
"List all coaches of S.C. Corinthians Paulista, also known as Sport Club Corinthians Paulista, from 2018 to 2020","Nicolas lvarez (2018, 2019, 2020); Nicolas lvarez (2019, 2020); Nicolas lvarez (2019, 2020); Nicolas lvarez (2020)","Example:
  Question: List all coaches of FC St. Pauli, also known as St. Pauli, from 2017 to 2020
  Answer: Markus Kauczinski (2017, 2018, 2019); Jos Luhukay (2019, 2020); Timo Schultz (2020)
Example:
  Question: List all coaches of SKN St. Pölten, also known as Sportklub Niederösterreich St. Pölten, from 2010 to 2020
  Answer: Martin Scherb (2010, 2011, 2012, 2013); Karl Daxbacher (2015, 2016); Marcel Ketelaer (2018); Dietmar Kühbauer (2018); Robert Ibertsberger (2020)
Example:
  Question: List all coaches of Cercle Brugge K.S.V., also known as Cercle Brugge KSV, from 2013 to 2020
  Answer: Lorenzo Staelens (2013, 2014); José Riga (2016, 2017); Laurent Guyot (2018, 2019); Bernd Storck (2019, 2020); Paul Clement (2020)"
"List all coaches of Spartak Moscow, also known as FC Spartak Moscow, from 2015 to 2020","Yuri Semin (2015, 2016, 2017, 2018, 2019, 2020); Yuri Sedot (2020)","Example:
  Question: List all coaches of FC Dinamo Moscow, also known as FC Dinamo-Moskva, from 2017 to 2020
  Answer: Dmitri Khokhlov (2017, 2018, 2019); Kirill Novikov (2019, 2020); Alyaksandr Kulchy (2020); Sandro Schwarz (2020)
Example:
  Question: List all coaches of FK Spartaks Jūrmala from 2018 to 2020
  Answer: Aleksandr Grishin (2018); Tomas Ražanauskas (2018, 2019); Nunzio Zavettieri (2019, 2020); Alexei Eremenko (2020)
Example:
  Question: List all coaches of FC Lokomotiv Moscow, also known as Lokomotiv Moscow, from 2016 to 2020
  Answer: Yuri Semin (2016, 2017, 2018, 2019, 2020); Marko Nikolić (2020)"
"List all employers Teresa A. Sullivan, also known as Teresa A Sullivan, worked for from 2010 to 2020.","YWCA (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); YWCA (2020); YWCA (2020)","Example:
  Question: List all employers Dianne Cook, also known as Dianne Helen Cook, worked for from 2010 to 2020.
  Answer: Iowa State University (2010, 2011, 2012, 2013, 2014, 2015); Monash University (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Diana Coben worked for from 2010 to 2020.
  Answer: King's College London (2010, 2011); University of Waikato (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); University of East Anglia (2018, 2019, 2020)
Example:
  Question: List all employers Catherine Guillouard worked for from 2010 to 2020.
  Answer: Eutelsat (2010, 2011, 2012, 2013); Rexel (2013, 2014, 2015, 2016, 2017); RATP (2017, 2018, 2019, 2020)"
"List all sports teams Roman Pavlyuchenko, also known as Roman Anatolyevich Pavlyuchenko, played for from 2010 to 2020.","Roman Pavlyuchenko (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Roman Pavlyuchenko (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Roman Pavlyuchenko (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all sports teams Branislav Ivanović played for from 2010 to 2020.
  Answer: Serbia national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Chelsea F.C. (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); FC Zenit Saint Petersburg (2017, 2018, 2019, 2020); West Bromwich Albion F.C. (2020)
Example:
  Question: List all sports teams Matthew Spiranovic, also known as Matthew Thomas Spiranovic, played for from 2010 to 2020.
  Answer: Urawa Red Diamonds (2010, 2011, 2012); 1. FC Nürnberg (2010, 2011); Al-Arabi SC (2012, 2013); Western Sydney Wanderers FC (2013, 2014, 2015); Zhejiang Professional F.C. (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Laurent Koscielny played for from 2010 to 2020.
  Answer: Arsenal F.C. (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); F.C. Lorient (2010); France national association football team (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); FC Girondins de Bordeaux (2019, 2020)"
"List all positions Chris Hipkins, also known as Christopher John Hipkins, held from 2017 to 2020.","Chris Hipkins (2017, 2018, 2019, 2020); Christopher John Hipkins (2019, 2020); Christopher John Hipkins (2019, 2020); Christopher John Hipkins (2019, 2020)","Example:
  Question: List all positions Chris Van Hollen, also known as Christopher Van Hollen, Jr., held from 2010 to 2020.
  Answer: United States representative (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); United States senator (2017, 2018, 2019, 2020)
Example:
  Question: List all positions Tim Scott, also known as Timothy Eugene Scott, held from 2011 to 2020.
  Answer: United States representative (2011, 2012, 2013); United States senator (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Chris Lu, also known as Christopher P. Lu, held from 2010 to 2017.
  Answer: White House Cabinet Secretary (2010, 2011, 2012, 2013); United States Deputy Secretary of Labor (2014, 2015, 2016, 2017)"
List all employers Olivier Azam worked for from 2011 to 2015.,"Olivier Azam (2011, 2012, 2013, 2014, 2015); Yuri Azmi (2011, 2012, 2013, 2014, 2015); Yuri Azmi (2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all employers Amarnath Amarasingam worked for from 2011 to 2020.
  Answer: Wilfrid Laurier University (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of Waterloo (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Dalhousie University (2014, 2015, 2016)
Example:
  Question: List all employers Yimon Aye worked for from 2012 to 2018.
  Answer: Cornell University (2012, 2013, 2014, 2015, 2016, 2017, 2018); Weill Cornell Medicine (2012, 2013, 2014, 2015, 2016, 2017, 2018)
Example:
  Question: List all employers Armen Amiryan, also known as Amiryan, Armen, worked for from 2010 to 2015.
  Answer: Armenian State Pedagogical University (2010, 2011, 2012, 2013); Public Radio of Armenia (2010, 2011, 2012, 2013, 2014, 2015)"
"List all sports teams Milan Baroš, also known as Milan Baros, played for from 2010 to 2020.","Milan Baro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Milan Baro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Milan Baro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all sports teams Andrea Bargnani played for from 2010 to 2020.
  Answer: Toronto Raptors (2010, 2011, 2012, 2013); New York Knicks (2013, 2014, 2015); Brooklyn Nets (2015, 2016); Saski Baskonia (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Ben Barba played for from 2010 to 2020.
  Answer: Canterbury-Bankstown Bulldogs (2010, 2011, 2012, 2013); Brisbane Broncos (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Giovani dos Santos played for from 2010 to 2020.
  Answer: Tottenham Hotspur F.C. (2010, 2011, 2012); Galatasaray S.K. (2010); Racing de Santander (2011); RCD Mallorca (2012, 2013); Mexico national under-23 football team (2012); Villarreal CF (2013, 2014, 2015); LA Galaxy (2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Trinidad and Tobago, also known as Republic of Trinidad and Tobago, from 2010 to 2020 ","Nicolás Maduro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Nicolás Maduro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Nicolás Maduro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Nicolás Maduro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all heads of the government of Haiti, also known as Republic of Haiti, from 2017 to 2020 
  Answer: Jack Guy Lafontant (2017, 2018); Jean-Henry Céant (2018, 2019); Jean-Michel Lapin (2019, 2020); Joseph Jouthe (2020)
Example:
  Question: List all heads of the government of Venezuela, also known as Bolivarian Republic of Venezuela, from 2013 to 2020 
  Answer: Nicolás Maduro (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Juan Guaidó (2019, 2020)
Example:
  Question: List all heads of the government of Turkey, also known as TR, from 2010 to 2020 
  Answer: Recep Tayyip Erdoğan (2010, 2011, 2012, 2013, 2014, 2018, 2019, 2020); Ahmet Davutoğlu (2014, 2015, 2016); Binali Yıldırım (2016, 2017, 2018)"
List all entities that owned Kevitsa mine from 2010 to 2020.,"Kevitsa mine (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Kevitsa mine (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all entities that owned Ruptly from 2010 to 2020.
  Answer: RT (2010, 2011, 2012, 2013); Rossiya Segodnya (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Interchange from 2010 to 2020.
  Answer: David Geffen (2010, 2011, 2012, 2013, 2014, 2015); Kenneth C. Griffin (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all entities that owned Numedal Line from 2010 to 2020.
  Answer: Jernbaneverket (2010, 2011, 2012, 2013, 2014, 2015, 2016); Bane NOR (2017, 2018, 2019, 2020)"
List all political parties Shlomo Molla was a member of from 2010 to 2020.,"Shlomo Molla (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Partidul Socialist (2010, 2011, 2018, 2019, 2020); Partidul Liberal (2020)","Example:
  Question: List all political parties Motohiro Ōno was a member of from 2010 to 2020.
  Answer: Democratic Party of Japan (2010, 2011, 2012, 2013, 2014, 2015, 2016); Democratic Party for the People (2018, 2019); independent politician (2019, 2020)
Example:
  Question: List all political parties Christos Zois was a member of from 2010 to 2020.
  Answer: New Democracy (2010, 2011, 2012); Independent Greeks (2012); New Reformist Radical Reconstruction (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Mihai Mohaci was a member of from 2010 to 2020.
  Answer: Social Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); PRO Romania (2018, 2019, 2020)"
"List all employers Ursula Staudinger, also known as Ursula M Staudinger, worked for from 2010 to 2020.","Ursula Staudinger (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Ursula Staudinger (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all employers Ursula Gibson, also known as Ursula Jane Gibson, worked for from 2010 to 2020.
  Answer: Dartmouth College (2010); Norwegian University of Science and Technology (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Marie desJardins, also known as Marie Ellen desJardins, worked for from 2010 to 2020.
  Answer: University of Maryland, Baltimore County (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Simmons University (2018, 2019, 2020)
Example:
  Question: List all employers Sylvia Burwell, also known as Sylvia Mary Burwell, worked for from 2010 to 2020.
  Answer: Bill & Melinda Gates Foundation (2010, 2011); Walmart (2012, 2013); American University (2017, 2018, 2019, 2020)"
