question,response
"List all sports teams Mitchell Johnson, also known as Mitchell Guy Johnson, played for from 2010 to 2020.","The New York Giants (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Chrystia Freeland, also known as Christina Alexandra Freeland, held from 2015 to 2020.","Deputy Minister of Health (2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Martin Hamilton-Smith, also known as Martin Leslie James Hamilton-Smith, was a member of from 2010 to 2014.","Martin Hamilton-Smith (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Riccardo Tisci worked for from 2010 to 2020.,"Serie A (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Novosibirsk Oblast, also known as Novosibirsk Oblast (Russia), from 2014 to 2020 ","2014, 2015, 2016, 2017, 2018, 2019, 2020"
List all coaches of Enosis Neon Paralimni FC from 2016 to 2020,"2016 (2016, 2017, 2018, 2019, 2020)"
"List all employers Josep Lluís Alay Rodríguez, also known as Josep Lluis Alay Rodriguez, worked for from 2011 to 2020.","Josep Llus Alay Rodrguez (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Ministry of Unification, also known as National Unification Board, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all chairpersons of SPD North Rhine-Westphalia from 2010 to 2020,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Bill English, also known as Simon William English, held from 2010 to 2017.","Bill English (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Rene Farrell played for from 2010 to 2016.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of SV Horn from 2010 to 2020,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all chairpersons of Supreme Court of Spain from 2012 to 2020,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all sports teams Amy Rodriguez, also known as A-ROD, played for from 2010 to 2020.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Kyoto Sanga FC, also known as Kyoto Purple Sanga, from 2011 to 2020","2011 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Anthony G. Brown, also known as Anthony Gregory Brown, held from 2010 to 2019.","Anthony G. Brown (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Darijo Srna played for from 2010 to 2019.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Thomas Reiter, also known as Thomas Arthur Reiter, worked for from 2010 to 2020.","Thomas Reiter (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Ramona Mănescu, also known as Ramona Nicole Manescu, was a member of from 2010 to 2019.","Partidul Naţională pentru Drepturile Omului (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of North Korea, also known as 🇰🇵, from 2010 to 2020 ","Theodore ""Tony"" Kim (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Jacqui Lambie, also known as Jacquiline Louise Lambie, was a member of from 2011 to 2020.","Lib Dem (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Sheffield United F.C., also known as Sheffield United Football Club, from 2013 to 2020","2013 (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Angelino Alfano was a member of from 2010 to 2020.,"Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of FC Porto, also known as FCP, from 2013 to 2020","2013 (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Brendan Taylor, also known as Brendan Ross Murray Taylor, played for from 2010 to 2017.","Brendan Taylor (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Sigmar Gabriel, also known as Siggi Pop, held from 2013 to 2020.","Chancellor of the Federal Republic of Germany (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Jack Straw, also known as John Whitaker Straw, held from 2010 to 2010.","Jack Straw (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Renato Brunetta was a member of from 2010 to 2020.,"Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Călin Popescu-Tăriceanu was a member of from 2010 to 2020.,"Partidul Naţională pentru Drepturile Omului (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Queens Park Rangers F.C., also known as Queens Park Rangers Football Club, from 2016 to 2020","2016 (2016, 2017, 2018, 2019, 2020)"
List all entities that owned Masterpiece from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FC Karpaty Lviv from 2012 to 2020,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all political parties Ricardo Patiño, also known as Ricardo Patino, was a member of from 2010 to 2020.","lvaro del Mar (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Agence de financement des infrastructures de transport de France, also known as AFITF, from 2011 to 2020","2011 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of CSM Politehnica Iași from 2013 to 2020,"2013 (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Bergamo, also known as City of Bergamo, from 2010 to 2020 ","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of ACS Poli Timișoara, also known as ACS Poli Timişoara, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Serena A. Corr, also known as Serena Corr, worked for from 2010 to 2020.","The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of FC Slovan Liberec, also known as FC SLOVAN LIBEREC, from 2011 to 2020","2011 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Austin Petersen, also known as Austin Wade Petersen, was a member of from 2010 to 2020.","Austin Wade Petersen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Sudan, also known as Republic of the Sudan, from 2017 to 2020 ","The Sudanese National Congress (2017, 2018, 2019, 2020)"
List all entities that owned Statue of Robert Milligan from 2010 to 2020.,"The Statue of Robert Milligan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FC Universitatea Cluj from 2016 to 2020,"2016 (2016, 2017, 2018, 2019, 2020)"
List all coaches of AFC Chindia Târgoviște from 2018 to 2020,"2018 (2018, 2019, 2020); 2018 (2019, 2020)"
List all employers Rama Govindarajan worked for from 2010 to 2020.,"The Indian Institute of Technology, Bangalore (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Andrew McLachlan, also known as Andrew Lockhart McLachlan, held from 2018 to 2020.","Andrew McLachlan (2018, 2019, 2020)"
"List all coaches of S.C. Corinthians Paulista, also known as Sport Club Corinthians Paulista, from 2018 to 2020","2018 (2018, 2019, 2020); 2019 (2020); 2020 (2020)"
"List all coaches of Spartak Moscow, also known as FC Spartak Moscow, from 2015 to 2020","2015, 2016, 2017, 2018, 2019, 2020"
"List all employers Teresa A. Sullivan, also known as Teresa A Sullivan, worked for from 2010 to 2020.","Teresa A. Sullivan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Roman Pavlyuchenko, also known as Roman Anatolyevich Pavlyuchenko, played for from 2010 to 2020."," 2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Chris Hipkins, also known as Christopher John Hipkins, held from 2017 to 2020.","Deputy Minister of Health (2017, 2018, 2019, 2020)"
List all employers Olivier Azam worked for from 2011 to 2015.,"Olivier Azam (2011, 2012, 2013, 2014, 2015); Thierry Neuville (2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Milan Baroš, also known as Milan Baros, played for from 2010 to 2020.","Milan Baro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Trinidad and Tobago, also known as Republic of Trinidad and Tobago, from 2010 to 2020 ","Theodore ""Tony"" Smith (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all entities that owned Kevitsa mine from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Shlomo Molla was a member of from 2010 to 2020.," (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Ursula Staudinger, also known as Ursula M Staudinger, worked for from 2010 to 2020.","sterreichische Staatsoberhauptstadt (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Jari Litmanen, also known as Jari Olavi Litmanen, played for from 2010 to 2011.","sk-Venäjällä (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Democratic Left Alliance, also known as SLD, from 2010 to 2020","The Democratic Left Alliance (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all educational institutions Teaira McCowan attended from 2010 to 2019.,"Teaira McCowan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Charles Kauvu Abel, also known as Charles Abel, was a member of from 2010 to 2020.","ANC (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Qatar, also known as qa, from 2010 to 2020 ","The President of Qatar (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Sergio Agüero, also known as Sergio Leonel Agüero del Castillo, played for from 2010 to 2020.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Fabio Borini played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned Havas, also known as Havas Group, from 2010 to 2020.","Havas (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Roberta Anastase, also known as Roberta Alma Anastase, was a member of from 2010 to 2020.","Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all educational institutions Evelyn Akhator attended from 2013 to 2017.,"The University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California"
"List all sports teams Chris Lewington, also known as Christopher John Lewington, played for from 2010 to 2020.","The New York Giants (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of Malmö FF Herr from 2014 to 2020,"2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all chairpersons of PEN International, also known as PEN, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Hsu Yung-ming, also known as Xu Yongming, was a member of from 2015 to 2020.","Hsu Yung-ming (2015, 2016, 2017, 2018, 2019, 2020)"
List all entities that owned Bauer Swansea & South West Wales from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FC Dnepr Mogilev from 2011 to 2020,"2011 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Wayne Rooney, also known as Wayne Mark Rooney, played for from 2010 to 2020.","Wayne Rooney (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Italian National Olympic Committee, also known as Comitato Olimpico Nazionale Italiano, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Dawn Hadley, also known as Dawn M. Hadley, worked for from 2010 to 2020.","Dawn Hadley (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers John Roberts, also known as John D. Roberts, worked for from 2010 to 2020.","John Roberts (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Limpopo, also known as Northern Transvaal, from 2010 to 2020 ","Theodore ""Tony"" Ndambo (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Joseph Bambera, also known as Joseph Charles Bambera, held from 2010 to 2020.","Deputy Minister of Health (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Mjällby AIF, also known as MAIF, from 2013 to 2020","2013 (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Federal Reserve System, also known as Federal Reserve, from 2014 to 2020","2014, 2015, 2016, 2017, 2018, 2019, 2020"
List all employers Hiroshi Amano worked for from 2010 to 2015.,"Hiroshi Amano (2010, 2011, 2012, 2013, 2014, 2015); Hiroshi Amano (2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions John Boehner, also known as John A. Boehner, held from 2010 to 2015.","John Boehner (2010, 2011, 2012, 2013, 2014, 2015); John Boehner (2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of KAA Gent, also known as Koninklijke Atletiek Associatie Gent, from 2014 to 2020","2014, 2015, 2016, 2017, 2018, 2019, 2020"
List all sports teams Andrea Barzagli played for from 2010 to 2019.,"Andrea Barzagli (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Rhea Boyd, also known as Rhea W. Boyd, attended from 2010 to 2017.","The University of Texas at El Paso (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Paris Saint-Germain F.C., also known as Paris Saint-Germain Football Club, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Martín Vizcarra, also known as Martín Alberto Vizcarra Cornejo, held from 2016 to 2020.","Martn Vizcarra (2016, 2017, 2018, 2019, 2020)"
List all employers Bob Muglia worked for from 2010 to 2020.,"Bob Muglia (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Y. S. Jaganmohan Reddy, also known as Yeduguri Sandinti Jagan Mohan Reddy, was a member of from 2010 to 2020.","Y. S. Jaganmohan Reddy (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Alejo Vidal-Quadras Roca, also known as Aleix Vidal-Quadras, was a member of from 2010 to 2015.","Electoral College (2010, 2011, 2012, 2013, 2014, 2015); National Action Party (2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Södermanland County, also known as Södermanlands län, from 2010 to 2020 ","rnadsen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Adonis Georgiades, also known as Spyridon-Adonis Georgiadis, was a member of from 2010 to 2020.","Adonis Georgiades (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Daniel M. Donovan, Jr., also known as Dan Donovan, held from 2010 to 2019.","Daniel M. Donovan, Jr. (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Roman Balabin, also known as Roman M. Balabin, attended from 2010 to 2013.","University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California,"
"List all positions Adam Putnam, also known as Adam Hughes Putnam, held from 2010 to 2020.","Adam Putnam (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Elisabeth Bik, also known as Elies Bik, worked for from 2010 to 2018.","br>2010; 2010; 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all employers Alvin Eliot Roth, also known as Alvin E. Roth, worked for from 2010 to 2020.","The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Daiki Michishita was a member of from 2010 to 2020.,"Yokohama City Council (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of Bursaspor from 2018 to 2020,"2018 (2018, 2019, 2020)"
"List all political parties Dávid Dorosz, also known as David Dorosz, was a member of from 2010 to 2020.","David Dorosz (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Renaissance, also known as En Marche, from 2016 to 2020","Theodore ""Tony"" Devos (2016, 2017, 2018, 2019, 2020)"
"List all employers Hiromichi Mizuno, also known as Hiro Mizuno, worked for from 2015 to 2020.","Hiromichi Mizuno (2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Ken Salazar, also known as Kenneth Lee ""Ken"" Salazar, held from 2010 to 2013.","Ken Salazar (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Federal Department of Justice and Police, also known as EJPD, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Matthew Pratt Guterl worked for from 2010 to 2020.,"Matthew Pratt Guterl (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of FC Slutsk, also known as FC Sluck, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Dries Mertens played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of RCD Mallorca, also known as Real Club Deportivo Mallorca, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Bill Keating, also known as William R. Keating, held from 2010 to 2019.","Bill Keating (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Rod J. Rosenstein, also known as Rod Rosenstein, held from 2010 to 2020.","Rod Rosenstein (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Sandrine Josso was a member of from 2015 to 2019.,"Sandrine Josso (2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Danny Shittu, also known as Daniel Olusola ""Danny"" Shittu, played for from 2010 to 2015.","The New York Giants (2010, 2011, 2012, 2013, 2014, 2015); New York Giants (2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Bavaria, also known as Free State of Bavaria, from 2010 to 2020 ","Chancellor of Bavaria (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Norbert Klein, also known as Norbert Pieter Marie Klein, was a member of from 2010 to 2014.","Norbert Klein (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Kizzmekia Corbett, also known as Kizzmekia Shanta Corbett, worked for from 2010 to 2020.","Kizzmekia Corbett (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Shamrock Rovers F.C., also known as Shamrock Rovers Football Club, from 2012 to 2020","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all sports teams Chris Wood, also known as Christopher Grant Wood, played for from 2010 to 2020.","2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all positions Blase J. Cupich, also known as Blase Joseph Cupich, held from 2010 to 2020.","Deputy Secretary of the Department of Homeland Security (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams John Degenkolb played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Dermot Ahern, also known as Dermot Christopher Ahern, held from 2010 to 2011.","Deputy Minister of Health (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Katarzyna Rejzner, also known as Kasia Rejzner, worked for from 2011 to 2020.","ód (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers John Anderson, also known as Sir John Anderson, worked for from 2010 to 2010.","John Anderson (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Glenda Rondán was a member of from 2010 to 2020.,"lvaro del Mar (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Gujarat, also known as State of Gujarat, from 2014 to 2020 ","2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all sports teams Scott Sinclair, also known as Scott Andrew Sinclair, played for from 2010 to 2015.","2010 (2010, 2011, 2012, 2013, 2014, 2015); 2010 (2010, 2011, 2012, 2013, 2014, 2015); 2011 (2013, 2014, 2015)"
List all entities that owned Hampden Park from 2010 to 2020.,"Hampden Park (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all entities that owned Blue Coat Systems from 2011 to 2020.,"Blue Coat Systems (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers José Manuel Campa, also known as Jose Manuel Campa, worked for from 2010 to 2019.","José Manuel Campa (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Anthony Stokes, also known as Anthony Christopher Stokes, played for from 2010 to 2016.","The New York Giants (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Robert Sternberg, also known as Robert Jeffrey Sternberg, worked for from 2010 to 2013.","Robert Sternberg (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Paschal Donohoe held from 2011 to 2020.,"Deputy First Minister of Ireland (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Bohemian F.C., also known as Bohs, from 2012 to 2020","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
List all sports teams Guilherme Costa Marques played for from 2010 to 2017.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all heads of the government of Wassenaar from 2017 to 2020 ,"Theodore ""Tony"" van der Merwe (2017, 2018, 2019, 2020)"
List all sports teams Peter Sagan played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Adrian Dix held from 2011 to 2014.,"2011; 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all coaches of FC Viktoria Plzeň, also known as Viktoria Plzen, from 2017 to 2020","2017 (2017, 2018, 2019, 2020)"
List all employers Daniel J. Myers worked for from 2010 to 2020.,"The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Seán Barrett, also known as Sean Barrett, held from 2010 to 2020.","Seán Barrett (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Roberto Carlos, also known as Roberto Carlos da Silva Rocha, played for from 2010 to 2016.","Roberto Carlos (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of VfB Stuttgart, also known as Verein für Bewegungsspiele Stuttgart 1893 e. V., from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Clinton Morrison, also known as Clinton Hubert Morrison, played for from 2010 to 2014.","2010 (2010, 2011, 2012, 2013, 2014); 2010 (2010, 2011, 2012, 2013, 2014); 2011 (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Alfonso Valencia, also known as Alfonso Valencia Herrera, worked for from 2017 to 2020.","Alfonso Valencia (2017, 2018, 2019, 2020)"
"List all employers Melanie Wood, also known as Melanie Matchett Wood, worked for from 2010 to 2020.","The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Peter Mandelson, also known as Peter Benjamin Mandelson, Baron Mandelson of Foy, held from 2010 to 2010.","Peter Mandelson (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Ruud van Nistelrooy, also known as Rutgerus Johannes Martinus van Nistelrooy, played for from 2010 to 2012.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all chairpersons of Liberal Youth of Sweden from 2010 to 2019,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all entities that owned Linha da Beira Alta from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Moderate Party, also known as Moderates, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Ilocos Norte, also known as Province of Ilocos Norte, from 2010 to 2020 ","Gregorio Aquino (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
