question,response,context
"List all employers Christof Koch, also known as C. Koch, worked for from 2010 to 2020.",KochPAC,"['Koch Industries Name: Koch Industries, Inc. Logo: Koch logo.svg Type: Private Industry: Conglomerate Foundation: February 8, 1940 Location City: Wichita, Kansas Location Country: U.S. Area Served: Worldwide Founder: Fred C. Koch Key People: Charles Koch (Chairman & co-CEO) Dave Robertson (co-CEO & vice chairman) Jim Hannan (president & COO) Products: Asphalt, chemicals, raw materials trading, energy, fibers, fertilizers, finance, minerals, natural gas, plastics, petroleum, pulp and paper, ranching Revenue: US$125 billion (2021) Num Employees: 120,000 (2022) Owner: Charles Koch (42%) Heirs of David Koch (42%) Trusts for the benefit of Elaine Tettemer Marshall, Preston Marshall, and E. Pierce Marshall Jr. (16%) Subsid: Georgia-Pacific, Guardian Industries, Flint Hills Resources, Invista, Molex, Infor, Matador Cattle Company Homepage: https://www.kochind.com/', 'KochPAC Name: KochPAC Image: KochPAC.png Size: 230px Type: Political action committee Headquarters: Suite 800 600 14th Street, NW Washington, DC 20005 Leader Title: Treasurer Leader Name: Gael Fletcher (1993–1995) Kimberlyrenee Kahoe (1996–2000) Arianne Duddy Massey (2000) Christine M. Taylor (2000–2003) Dorothy P. Posey (2004) Lacye R. Tennille (2005–present) Parent Organization: Koch Industries', 'Charles Koch Institute Name: Charles Koch Institute Named After: Charles Koch Logo: Charles Koch Institute logo.svg Logo Size: 150px Formation: 2011 Type: 501(c)3 Headquarters: Arlington, Virginia, United States Region: United States Leader Title: Chairman Leader Name: Charles Koch Leader Title2: President Leader Name2: Brian Hooks Revenue: $9,410,647 Revenue Year: 2015 Expenses: $21,402,905 Expenses Year: 2015 Staff: 154 Staff Year: 2014 Website: charleskochinstitute.org']"
"List all coaches of Greenock Morton F.C., also known as Greenock Morton Football Club, from 2010 to 2020",Dougie Imrie,"['Greenock Morton F.C. Clubname: Greenock Morton Image: Greenock Morton FC logo.svg Image Size: 150px Fullname: Greenock Morton Football Club Nickname: The Ton Founded: 1874 (as Morton F.C.) Ground: Cappielow Park Capacity: (5,741 seated) Chairman: John Laird Owner: Morton Club Together (MCT) Manager: Dougie Imrie Mgrtitle: Manager Pattern La1: _leganes1617h Pattern B1: _morton2324h Pattern Ra1: _leganes1617h Pattern Sh1: _morton2324h Leftarm1: 0033FF Body1: FFFFFF Rightarm1: 0033FF Shorts1: FFFFFF Socks1: 0033FF Pattern B2: _jomagrafity2y Leftarm2: FFFF00 Body2: FFFF00 Rightarm2: FFFF00 Shorts2: FFFF00 Socks2: FFFF00 Website: https://www.gmfc.net/ Pattern B3: _morton2324t Pattern La3: _morton2324t Pattern Ra3: _morton2324t Socks3: 1C203E Shorts3: 1C203E', 'Peter Campbell (Greenock Morton footballer) Name: Peter Campbell Fullname: Peter Campbell Birth Date: 17 January 1875 Birth Place: Greenock, Scotland Death Date: May 4, 1948 Death Place: Greenock, Scotland Position: Left half Youthclubs1: Greenock Volunteers Years1: 1894–1895 Clubs1: Glasgow Perthshire Years2: 1895–1896 Clubs2: Burton Swifts Years3: 1896–1898 Clubs3: Morton Caps3: 34 Goals3: 2 Years4: 1898–1899 Clubs4: Burton Swifts Years5: 1899–1903 Clubs5: Morton Caps5: 44 Goals5: 0 Nationalyears1: 1898 Nationalteam1: Scotland Nationalcaps1: 1 Nationalgoals1: 0', 'Frank Green (footballer) Name: Frank Green Fullname: Frank Green Birth Date: 1905 Birth Place: England Position: Centre forward Youthclubs1: Blyth Spartans Clubs1: Frickley Colliery Caps1: 2 Goals1: 8 Years2: 1927–? Clubs2: Wolverhampton Wanderers Clubs3: Crewe Alexandra Years4: ?–1931 Clubs4: Peterborough United Goals4: 38 Years5: 1931–? Clubs5: Barnsley Clubs6: Racing Club de Calais Years7: ?–1938 Clubs7: Northwich Victoria Years8: 1938–? Clubs8: South Kirkby']"
"List all heads of the government of Memphis, also known as Memphis, Tennessee, from 2010 to 2020 ","Mayor of Memphis, Tennessee","['North Memphis, Memphis, Tennessee Image Skyline: GENERAL VIEW, FROM NORTHEAST - Handwerker Gingerbread Playhouse, 865 North Thomas Street, Memphis, Shelby County, TN HABS TENN,79-MEMPH,17-2.tif Subdivision Type: Country Subdivision Name: United States Subdivision Type1: State Subdivision Name1: Tennessee Subdivision Type2: Counties Subdivision Name2: Shelby Subdivision Type3: Settled Subdivision Name3: 1937 Established Title: Incorporated Established Date: 1942 Leader Title: Mayor Leader Name: Jim Strickland Leader Title1: D Unit Pref: Metric Population Density Km2: auto Area Code: 38108-38128', 'Memphis Police Department Agencyname: Memphis Police Department Abbreviation: MPD Patch: TN - Memphis Police.jpg Formedyear: 1827 Employees: 1,950 (2022) Budget: $273 million (2020) Country: United States Divtype: State Divname: Tennessee Subdivtype: City Subdivname: Memphis Map: Shelby County Tennessee Incorporated and Unincorporated areas Memphis Highlighted 4748000.svg Mapcaption: Jurisdiction of the Memphis Police Department Sizearea: 816.0 Sizepopulation: 650,632 (2018) Legaljuris: Memphis, Tennessee Governingbody: Memphis City Council Constitution1: Yes Police: Yes Local: Yes Headquarters: 170 N. Main St., Memphis, TN 38103 Sworntype: Officer Sworn: 2,142 (Dec 2014) Minister1Pfo: Mayor of Memphis, Tennessee Chief1Name: Cerelyn ""C. J."" Davis Chief1Position: chief of police Chief2Name: Don Crowe Chief2Position: assistant chief of police Officetype: Bureau Officename: 4  Administrative Services  Investigative Services  Special Operations  Uniform Patrol Stationtype: Precinct Stations: 9  Tillman Station (Central Precinct)  North Main Station (Downtown Precinct)  Appling Farms Station (Northeast Precinct)  Crump Station (West Precinct)  Mt. Moriah Station (East Precinct)  Austin Peay Station (North Precinct/Austin Peay Hwy)  Raines Station (South Precinct)  Airways Station (Southeast Precinct)  Ridgeway Station', 'Memphis, Texas Name: Memphis, Texas Settlement Type: City Image Skyline: Hall County Courthouse Memphis, Texas, United States.jpg Image Caption: Hall County Courthouse (Texas) Image Map: TXMap-doton-Memphis.PNG Mapsize: 250x200px Map Caption: Location of Memphis, Texas Image Map1: Hall County Memphis.svg Mapsize1: 250px Map Caption1: Location in Hall County, Texas Subdivision Type: Country Subdivision Name: United States Subdivision Type1: State Subdivision Name1: Texas Subdivision Type2: County Subdivision Name2: Hall Government Type: Council–Manager Leader Title: Town Council Leader Name: Mayor Leader Title1: Town Manager Established Title: Settled Established Date: 1889 Established Title2: Incorporated Established Date2: 1906 Unit Pref: Imperial Area Total Km2: 5.81 Area Land Km2: 5.81 Area Water Km2: 0.00 Area Total Sq Mi: 2.24 Area Land Sq Mi: 2.24 Area Water Sq Mi: 0.00 Population As Of: 2020 Population Total: 2048 Population Density Km2: auto Population Density Sq Mi: auto Timezone: Central (CST) Utc Offset: -6 Timezone Dst: CDT Utc Offset Dst: -5 Elevation Ft: 2074 Coordinates: 34.72667°N, -100.54167°W Postal Code Type: ZIP code Postal Code: 79245 Area Code: 806 Blank Name: FIPS code Blank Info: 48-47616 Blank1 Name: GNIS feature ID Blank1 Info: 2411074']"
"List all positions James Jones, also known as James Stuart Jones, held from 2010 to 2013.",Outfielder,"['James Jones (baseball) Name: James Jones Image: James Jones Mariners MMP July 2014.jpg Caption: Jones with the Seattle Mariners in 2014 Team: Free agent Position: Outfielder Birth Date: September 24, 1988 Birth Place: Brooklyn, New York, U.S. Bats: Left Throws: Left Debutleague: MLB Debutdate: April 18 Debutyear: 2014 Debutteam: Seattle Mariners Statyear: 2015 season Statleague: MLB Stat1Label: Batting average Stat1Value: .238 Stat3Label: Home runs Stat3Value: 0 Stat4Label: Runs batted in Stat4Value: 9 Stat5Label: Stolen bases Stat5Value: 28 Teams: * Seattle Mariners (–)', 'James Jones (wide receiver) Name: James Jones Image: James Jones (wide receiver).JPG Caption: Jones with the Raiders in 2014 Number: 89 Position: Wide receiver Birth Date: March 31, 1984 Birth Place: San Jose, California, U.S. Height Ft: 6 Height In: 1 Weight Lbs: 208 High School: Gunderson (San Jose, California) College: San Jose State (2002–2006) Draftyear: 2007 Draftround: 3 Draftpick: 78 Pastteams: * Green Bay Packers (2007–2013) * Oakland Raiders (2014) * New York Giants (2015)* * Green Bay Packers (2015) * San Diego Chargers (2016)* Pastteamsnote: yes Highlights: * Super Bowl champion (XLV) * NFL receiving touchdowns leader (2012) * Second-team All-WAC (2006) * New Mexico Bowl Offensive MVP (2006) Statlabel1: Receptions Statvalue1: 433 Statlabel2: Receiving yards Statvalue2: 5,861 Statlabel3: Receiving touchdowns Statvalue3: 51 Nflnew: jamesjones/2507183', 'James Jones (footballer, born 1873) Name: James Jones Fullname: James Henry Jones Birth Date: November 18, 1873 Birth Place: Camberwell, London, England Death Date: December 27, 1955 Death Place: Hove, Sussex, England Position: Goalkeeper Clubs1: Upton Park Nationalyears1: 1900 Nationalteam1: Great Britain Nationalcaps1: 1 Nationalgoals1: 0']"
"List all employers Augustus John Rush, also known as Augustus Rush, worked for from 2015 to 2020.","University of Texas Southwestern Medical Center, Duke-NUS Medical School","['Augustus John Rush Name: A. John Rush Birth Name: Augustus John Rush Birth Date: December 15, 1942 Birth Place: New Jersey, U.S. Field: Psychiatrist Work Institution: University of Texas Southwestern Medical Center, Duke-NUS Medical School Alma Mater: Princeton University, Columbia University College of Physicians and Surgeons, Hospital of the University of Pennsylvania Known For: his research on the development and testing of innovative treatments for major depressive disorder, and bipolar disorder Prizes: Thomson Reuters: World’s Most Influential Scientific Minds (2014) American Psychiatric Association (APA): Award for Research in Psychiatry (2007)', 'Benjamin Rush Rhees Name: Benjamin Rush Rhees Image: BenjaminRushRhees1902.jpg Order: 3rd Office: President of the University of Rochester Term Start: 1900 Term End: 1935 Predecessor: David Jayne Hill Successor: Alan C. Valentine Birth Date: February 8, 1860 Birth Place: Chicago, Illinois Death Date: January 4, 1939 Death Place: Rochester, New York Restingplace: Mount Hope Cemetery, Rochester, New York Nationality: American Spouse: Harriet Chapin Seelye Rhees Children: Morgan John Rhees<BR>Henrietta Seelye Rhees Stewart<BR>Rush Rhees, Jr Parents: John E. Rhees<BR>Annie H. McCutchen Alma Mater: Amherst College, Hartford Theological Seminary Profession: Administrator', 'Augustus Washington Name: Augustus Washington Birth Date: c. 1820 Birth Place: Trenton, New Jersey, USA Death Date: June 7, 1875 Death Place: Monrovia, Liberia Education: Oneida Institute, Kimball Union Academy, Dartmouth College (no degree) Occupation: Daguerreotype photographer, politician Notable Works: Daguerreotype of John Brown Embed: yes Office: Speaker of the House of Representatives Term Start: 1865 Term End: 1869 President: Daniel Bashiel Warner James Spriggs Payne Predecessor: Henry Wesley Dennis Successor: William Spencer Anderson']"
"List all entities that owned Flåm Line, also known as Flåmsbana, from 2010 to 2020.",Flm Line,"['Flåm Line Name: Flåm Line Image: Flåmsbana.jpg Type: Railway System: Rail transport in Norway Start: Myrdal End: Flåm Stations: 11 Open: October 15, 1941 Owner: Bane NOR Operator: Flåm Utvikling (Vy) Character: Tourist trains Stock: El 18 Linelength: 20.2 km Tracks: Single Speed: 40 km/h Elevation: 866 m AMSL Coordinates: 60.77°N, 7.1°W Map State: show', 'Flåm Utvikling Name: Flåm Utvikling AS Logo: Flamsbana in Myrdal.JPG Type: Private Foundation: 1998 Location: Flåm, Vestland, Norway Area Served: Norway Industry: Transport Products: Flåmsbana Num Employees: 13 (2024) Parent: Municipality of Aurland (40%) Industrial Development Corporation of Norway (34%) Aurland Sparebank (26%) Homepage: www.flaamsbana.no', 'Flåm Station Name: Flåm Image: Flåmsbana train at Flåm Station.jpg Image Caption: An NSB El 17 at Flåm Station Address: Flåm,\xa0Aurland Country: Norway Coordinates: 60.86306°N, 7.11389°W Elevation: 2.0 m Line: Flåm Line Distance: 356.00 km Opened: 1 August 1940 Map Type: Vestland#Norway Code: IATA code: XGH Owned: Bane NOR Operator: Flåm Utvikling (Vy)']"
List all employers Omar Radi worked for from 2010 to 2020.,Al-Rayan,"['Omar J. Marrero Name: Omar Marrero Image: Omar Marrero wikipedia.jpg Office: 31st Secretary of State of Puerto Rico Governor: Pedro Pierluisi Term Start: July 12, 2021 Predecessor: Félix Rivera Torres (acting) Birth Date: July 5, 1980 Birth Place: San Juan, Puerto Rico Party: New Progressive Education: University of Dayton (BBA) Interamerican University of Puerto Rico (JD) New York University (LLM) Branch: United States Army Unit: United States Army Reserve', 'Omar Rahou Name: Rahou Fullname: Omar Rahou Birth Date: July 19, 1992 Birth Place: Belgium Currentclub: Futsal my-cars Châtelet Position: Pivot Nationalteam1: Belgium', 'Omar Al-Safadi Name: Omar Al-Safadi Birth Date: September 4, 1994 Nationality: Qatari Height: 1.82m Position: Centre back Currentclub: Al-Rayan Clubnumber: 9 Nationalteam1: Qatar Nationalcaps1: 23 Nationalgoals1: 48']"
"List all coaches of Sint-Truidense V.V., also known as K. Sint-Truidense V.V., from 2011 to 2020","Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong, Antoine de Jong,","['Paul Troth (quarterback) Name: Paul Troth Current Title: Offensive coordinator Current Team: John Champe HS VA) Birth Date: August 19, 1982 Player Years1: 2001–2003 Player Team1: East Carolina Player Years2: 2004 Player Team2: Liberty Player Positions: Quarterback Coach Years1: 2006–2007 Coach Team1: East Carolina (GA) Coach Years2: 2008–2009 Coach Team2: Campbell (WR) Coach Years3: 2010–2011 Coach Team3: Harnett Central HS (NC) (OC) Coach Years4: 2012–2016 Coach Team4: Dominion HS (VA) (OC) Coach Years5: 2017–present Coach Team5: John Champe HS (VA) (OC)', 'Anthony Van Curen Name: Anthony Van Curen Current Title: Head coach Current Team: Fairleigh Dickinson–Florham Current Conference: MAC Current Record: 11–10 Birth Date: March 3, 1990 Birth Place: Goshen, New York, U.S. Alma Mater: St. John Fisher University (2012) Fairleigh Dickinson University (2016) Player Years1: 2008–2011 Player Team1: St. John Fisher Player Positions: Linebacker Coach Years1: 2012–2013 Coach Team1: John S. Burke Catholic HS (NY) (assistant DC/assistant ST) Coach Years2: 2014–2016 Coach Team2: Fairleigh Dickinson–Florham (ST/DL) Coach Years3: 2017–2018 Coach Team3: Rutgers (GA) Coach Years4: 2019–2021 Coach Team4: Fairleigh Dickinson–Florham (DC) Coach Years5: 2022–present Coach Team5: Fairleigh Dickinson–Florham Overall Record: 11–10', 'Thurmond Moore Name: Thurmond Birth Date: November 14, 1955 Birth Place: Clark Air Base, Philippines Alma Mater: San Jose State University Coach Years1: 1995 Coach Team1: Amsterdam Admirals (DL) Coach Years2: 1995 Coach Team2: North Texas (RB) Coach Years3: 1996 Coach Team3: London Monarchs (DC) Coach Years4: 1997–1998 Coach Team4: Colorado State (DL) Coach Years5: 1999–2000 Coach Team5: Syracuse (DL) Coach Years6: 2001–2003 Coach Team6: Buffalo (DC) Coach Years7: 2004 Coach Team7: Tulsa (DS) Coach Years8: 2005 Coach Team8: UCLA (DL) Coach Years9: 2009 Coach Team9: New York Sentinels (DL) Coach Years10: 2015 Coach Team10: Brophy College Preparatory (DC)']"
List all positions Hubertus Leteng held from 2010 to 2020.,Managerclubs3: Hannover.96 (assistantX,"['Norbert Düwel Name: Norbert Düwel Image: Norbert Düwel 08-03-2015.jpg Caption: Düwel in 2015 Position: Forward Birth Date: January 5, 1968 Birth Place: Altötting, Germany Clubs1: Türk Gücü München Clubs2: Wacker Burghausen Manageryears1: 2006–2007 Managerclubs1: TSV Gräfelfing Manageryears2: 2007–2009 Managerclubs2: Deutschland Studentinnen Manageryears3: 2010–2013 Managerclubs3: Hannover 96 (assistant) Manageryears4: 2014–2015 Managerclubs4: 1. FC Union Berlin Manageryears5: 2022 Managerclubs5: Laos (technical director)', 'Royal Challengers Bangalore in 2020 Club: Royal Challengers Bangalore Season: 2020 Coach: Simon Katich Physio: Shaheershah Captain: Virat Kohli Vice Captain: AB de Villiers Ground: M. Chinnaswamy Stadium, Bengaluru Comp1: 2020 Indian Premier League Most Runs: Devdutt Padikkal (473) Most Wickets: Yuzvendra Chahal (21) Prevseason: 2019 Nextseason: 2021 Ipl Finalists: 3', '2010–11 US Lecce season Club: U.S. Lecce Season: 2010–11 Manager: 🇮🇹 Luigi De Canio Mgrtitle: Head Coach Chairman: 🇮🇹 Pierandrea Semeraro Chrtitle: President League: Serie A League Result: 17th Cup1: Coppa Italia Cup1 Result: Fourth round League Topscorer: David Di Michele (8 goals) Season Topscorer: David Di Michele (8 goals) Prevseason: 2009–10 Nextseason: 2011–12']"
"List all employers Ian Murdock, also known as Ian Ashley Murdock, worked for from 2010 to 2015.",Purdue University,"['Ian Murdock Image: IanMurdock (cropped).jpg Caption: Murdock, in interview, April 2008 Image Size: 200px Birth Name: Ian Ashley Murdock Birth Date: April 28, 1973 Death Date: December 28, 2015 Death Place: San Francisco, California, U.S. Birth Place: Konstanz, West Germany Death Cause: Asphyxiation due to suicide by hanging Spouse: Debra Lynn Roundy (m. 1994-2008) Children: 3 Father: Lawrence L. Murdock PhD Occupation: Programmer Alma Mater: Purdue University (BS) Known For: Debian Height M: 1.78', 'Gary Murdock Name: Gary Murdock Fullname: Gary Murdock Club1: Ellenborough Rangers Year1Start: 1996 Teama: Scotland Yearastart: 1996 Appearancesa: 1 Coachteam1: Workington Town Coachyear1Start: 2000 Coachyear1End: 02 Coachteam2: Cockermouth Titans Coachyear2Start: 2009 New: yes Retired: yes Updated: 27 April 2012', 'Ian Mune Name: Sir Ian Mune Birthname: Ian Barry Mune Birth Date: 1941 (age 83) Birth Place: Auckland, New Zealand Occupation: Film director, actor Spouse: Josie Pauline Rockel (d. 2015)']"
"List all positions Bill Shorten, also known as William Richard Shorten, held from 2011 to 2019.",Minister for Government Services,"['Bill Shorten Honorific-Prefix: The Honourable Name: Bill Shorten Honorific-Suffix: MP Image: Bill Shorten Feb 2021 crop.jpg Caption: Shorten in February 2021 Office: Minister for Government Services Primeminister: Anthony Albanese Term Start: 1 June 2022 Predecessor: Linda Reynolds Office1: Minister for the National Disability Insurance Scheme Primeminister1: Anthony Albanese Term Start1: 1 June 2022 Predecessor1: Linda Reynolds Office2: Leader of the Opposition Primeminister2: Tony Abbott Malcolm Turnbull Scott Morrison Term Start2: 13 October 2013 Term End2: 30 May 2019 Predecessor2: Chris Bowen Successor2: Anthony Albanese Office3: Leader of the Labor Party Deputy3: Tanya Plibersek Term Start3: 13 October 2013 Term End3: 30 May 2019 Predecessor3: Kevin Rudd Successor3: Anthony Albanese Office4: Minister for Education Primeminister4: Kevin Rudd Term Start4: 1 July 2013 Term End4: 18 September 2013 Predecessor4: Peter Garrett Successor4: Christopher Pyne Office5: Minister for Workplace Relations Primeminister5: Julia Gillard Kevin Rudd Term Start5: 14 December 2011 Term End5: 18 September 2013 Predecessor5: Chris Evans Successor5: Eric Abetz Office6: Minister for Financial Services and Superannuation Primeminister6: Julia Gillard Kevin Rudd Term Start6: 14 September 2010 Term End6: 1 July 2013 Predecessor6: Chris Bowen Successor6: David Bradbury Office7: Assistant Treasurer of Australia Primeminister7: Julia Gillard Term Start7: 14 September 2010 Term End7: 14 December 2011 Predecessor7: Nick Sherry Successor7: Mark Arbib Constituency Mp8: Maribyrnong Parliament8: Australian Term Start8: 24 November 2007 Predecessor8: Bob Sercombe Birth Date: May 12, 1967 Birth Place: Fitzroy, Victoria, Australia Party: Labor Spouse: Debbie Beale (m. 2000-2008)  Chloe Bryce (m. 2009) Children: 1 Relatives: Michael Bryce (father-in-law) Quentin Bryce (mother-in-law) Education: Monash University (BA, LLB) University of Melbourne (MBA) Signature: Bill Shorten signature 2022.svg Website: https://www.billshorten.com.au/ Allegiance: 🇦🇺 Australia Branch: Australian Army Reserve Serviceyears: 1985–1986', 'Marc Short Name: Marc Short Image: Marc Short Headshot.png Caption: Short in 2022 Office1: Chief of Staff to the Vice President Vicepresident1: Mike Pence Term Start1: March 1, 2019 Term End1: January 20, 2021 Predecessor1: Nick Ayers Successor1: Hartina Flournoy Office2: White House Director of Legislative Affairs President2: Donald Trump Term Start2: January 20, 2017 Term End2: July 20, 2018 Predecessor2: Amy Rosenbaum Successor2: Shahira Knight Birth Date: March 3, 1970 Birth Place: Virginia, U.S. Party: Republican Spouse: Kristen Short Parents: Dick Short Children: 3 Education: Washington and Lee University (BA) University of Virginia (MBA)', 'Anthony Shorten Name: Anthony Shorten Constituency Mp: Algester Parliament: Queensland Term Start: 24 March 2012 Term End: 31 January 2015 Predecessor: Karen Struthers Successor: Leeanne Enoch Party: Independent Birth Date: June 12, 1969']"
"List all employers Simonetta Di Pippo, also known as Simonetta di Pippo, worked for from 2010 to 2020.",United Nations Office for Outer Space Affairs (UNOOSA),"['Simonetta Di Pippo Name: Simonetta Di Pippo Image: Bmm sdp08.jpg Caption: Simonetta Di Pippo Office1: Director of the United Nations Office for Outer Space Affairs (UNOOSA) Nationality: 🇮🇹 Italy Alma Mater: Sapienza University of Rome Occupation: Astrophysicist, UN official', 'Philippe Busquin Name: Philippe Busquin Office: European Commissioner for Research President: Romano Prodi Term Start: 13 September 1999 Term End: 12 September 2004 Predecessor: Édith Cresson (Research, Science and Technology) Successor: Louis Michel Office2: Leader of the Socialist Party Term Start2: 1992 Term End2: 1999 Predecessor2: Guy Spitaels Successor2: Elio Di Rupo Birth Date: January 6, 1941 Birth Place: Feluy, Belgium Party: Socialist Party Alma Mater: Free University of Brussels', 'Jobbykrust Name: Jobbykrust Years Active: 1990-1997']"
"List all positions Hope Hicks, also known as Hope Charlotte Hicks, held from 2017 to 2018.",Counselor to the President,"['Hope Hicks Name: Hope Hicks Image: Hope Hicks thumbs up on 8 November 2017 detail, from- Donald Trump and staff on Air Force One (cropped).jpg Caption: Hicks on Air Force One in 2017 Office: Counselor to the President President: Donald Trump Alongside: Kellyanne Conway and Derek Lyons Term Start: March 9, 2020 Term End: January 12, 2021 Predecessor: Johnny DeStefano Successor: Steve Ricchetti Jeff Zients Office1: White House Communications Director President1: Donald Trump Term Start1: September 12, 2017 Term End1: March 29, 2018 Acting: August 16, 2017 – September 12, 2017 Predecessor1: Anthony Scaramucci Successor1: Bill Shine Office2: 1st White House Director of Strategic Communications President2: Donald Trump Term Start2: January 20, 2017 Term End2: September 12, 2017 Predecessor2: Position established Successor2: Mercedes Schlapp Birth Name: Hope Charlotte Hicks Birth Date: October 21, 1988 Birth Place: Greenwich, Connecticut, U.S. Party: Republican Education: Southern Methodist University (BA)', 'Charlotte Hope Name: Charlotte Hope Image: Charlotte Hope in 2019.png Image Size: 120px Caption: Hope in 2019 Birth Place: Salisbury, Wiltshire, England Alma Mater: University of Oxford Occupation: Actress Years Active: 2010–present Family: Emily Norris (sister)', 'Marva Hicks Name: Marva Hicks Birth Name: Marva Denise Hicks Birth Date: May 5, 1956 Birth Place: Petersburg, Virginia, U.S. Death Date: September 16, 2022 Death Place: New York City, U.S. Genre: Soul, Broadway theatre Occupations: Singer, actress Years Active: 1978–2022 Label: Polydor Records']"
"List all sports teams Raúl González Blanco, also known as Raul Gonzalez, played for from 2010 to 2015.",Deportivo Merlo,"['Raúl González (baseball) Name: Raúl González Position: Outfielder Birth Date: December 27, 1973 Birth Place: Santurce, Puerto Rico Bats: Right Throws: Right Debutleague: MLB Debutdate: May 25 Debutyear: 2000 Debutteam: Chicago Cubs Finalleague: MLB Finaldate: June 21 Finalyear: 2004 Finalteam: Cleveland Indians Statleague: MLB Stat1Label: Batting average Stat1Value: .233 Stat2Label: Home runs Stat2Value: 5 Stat3Label: Runs batted in Stat3Value: 33 Teams: *Chicago Cubs  *Cincinnati Reds (–) *New York Mets (–) *Cleveland Indians', 'Raúl González (football manager, born 1968) Name: Raúl González Fullname: Raúl Valentín González Triana Birth Date: February 14, 1968 Birth Place: Cuba Manageryears1: 2001 Managerclubs1: Ciego de Ávila Manageryears2: 2006–2007 Managerclubs2: Cuba Manageryears3: 2008–2012 Managerclubs3: Cuba U23 Manageryears4: 2011–2012 Managerclubs4: Cuba Manageryears5: 2012–2014 Managerclubs5: Cuba U20 Manageryears6: 2015–2016 Managerclubs6: Cuba', 'Franco González (footballer, born 1999) Name: Franco González Fullname: Franco Raúl González Birth Date: March 7, 1999 Birth Place: Villa Tulumaya, Argentina Position: Midfielder Currentclub: Deportivo Merlo Youthclubs1: Godoy Cruz Years1: 2019–2020 Clubs1: Godoy Cruz Caps1: 4 Goals1: 0 Years2: 2021 Clubs2: Gimnasia Mendoza Caps2: 5 Goals2: 0 Years3: 2022– Clubs3: Deportivo Merlo Caps3: 5 Goals3: 0 Club-Update: 17:25, 4 September 2022 (UTC)']"
